"Sa","RollRate","PitchRate","currPitch","currRoll","diffRollRate"
-1e-04,0.0021,0.0033,0.019,0.01,-0.00014
4e-04,-0.0054,-3e-04,0.017,0.005,-0.00023
2e-04,-0.0012,1e-04,0.014,-0.01,2e-04
-2e-04,0.0047,-9e-04,0.01,-0.006,0.00027
-1e-04,0.0084,0.0014,0.011,0.018,3e-05
-1e-04,0.0071,-2e-04,0.013,0.033,-9e-05
-1e-04,0.0021,0,0.011,0.046,-2e-04
2e-04,-0.0056,4e-04,0.011,0.041,-0.00026
-1e-04,-9e-04,4e-04,0.007,-0.009,0.00018
-1e-04,0.0045,0.0022,0.01,-0.004,2e-04
-1e-04,0.0063,0.0017,0.013,0.012,1e-05
-1e-04,0.0042,9e-04,0.015,0.031,-8e-05
1e-04,-0.0068,-5e-04,0.011,0.015,-6e-05
1e-04,0,-4e-04,0.002,-0.009,0.00012
-2e-04,0.0027,0.0022,0.005,-0.007,0.00013
1e-04,-0.0042,0.0035,0.016,-0.007,-0.00017
1e-04,0.0052,-0.0016,0.002,-0.009,5e-05
-2e-04,0.0069,0.0023,0.005,0.005,6e-05
-1e-04,0.0052,0.0025,0.01,0.024,-1e-04
1e-04,-0.0049,7e-04,0.016,0.017,-6e-05
1e-04,-0.0043,6e-04,0.01,-0.002,-6e-05
-1e-04,0.0035,0.0017,0.011,0.012,-5e-05
-2e-04,0.0035,-2e-04,0.012,-0.009,0.00017
1e-04,-0.0039,0.0015,0.008,-0.011,0
-1e-04,0.0059,4e-04,0.009,0.015,-2e-05
-1e-04,-0.0036,7e-04,0.01,0.021,-0.00016
3e-04,-0.0066,-5e-04,0.008,0.012,-0.00015
1e-04,-0.0018,8e-04,0.002,-0.01,0.00014
-2e-04,0.0047,0.0021,0.006,-0.006,0.00022
3e-04,-0.0049,-0.0011,0.009,0.022,-0.00014
-2e-04,0.0023,-8e-04,0.001,0.011,0.00015
1e-04,-0.0056,0.0017,0.016,0.004,-4e-05
1e-04,-0.0042,-2e-04,0.013,-0.013,7e-05
-1e-04,0.007,-6e-04,0.007,-0.005,0.00013
-1e-04,0.0057,0.0016,0.009,0.017,-9e-05
1e-04,-0.0075,-1e-04,0.01,-0.013,4e-05
1e-04,-0.0042,7e-04,0.009,-0.03,0.00018
1e-04,0.0071,0.0018,0.007,-0.022,0.00018
-2e-04,0.0104,0.0043,0.014,-0.003,0.00011
-1e-04,0.0057,9e-04,0.02,0.025,-0.00022
2e-04,-0.0059,0.0057,0.005,0.005,-0.00015
1e-04,0.0046,1e-04,0.016,-0.013,0.00029
-2e-04,0.0088,-0.0025,0.013,-0.004,0.00031
-2e-04,0.0101,-0.0013,0.009,0.016,-4e-05
1e-04,4e-04,-8e-04,0.004,0.037,-0.00034
2e-04,-0.0048,8e-04,0.005,0.029,-0.00013
1e-04,-0.0048,0.0051,0.01,0.021,-2e-04
2e-04,-0.0066,-5e-04,0.01,0.007,-3e-05
-2e-04,0.0039,0.0021,0.01,-0.007,0.00014
2e-04,-0.0022,0.0031,0.006,-0.011,-4e-05
-1e-04,0.0073,0.0026,0.007,0.006,3e-05
3e-04,-0.0075,-0.0016,0.007,0.014,-2e-04
-3e-04,0.0049,-0.0019,0.003,0.014,-9e-05
2e-04,-0.0084,0.0024,0.01,0.005,-0.00022
2e-04,-0.0088,-3e-04,0.008,-0.013,6e-05
-2e-04,0.0056,0.0035,0.012,-0.026,0.00031
1e-04,0.0044,0,0.017,0.012,-1e-04
2e-04,-0.0056,0.0026,0.002,0.008,-0.00012
-2e-04,0.0034,0.0016,0.012,-0.007,0.00015
1e-04,-0.0026,-0.0014,0.005,-0.011,3e-05
-4e-04,0.0055,0.0029,0.005,-0.002,0.00011
3e-04,-0.005,6e-04,0.016,0,-2e-04
-2e-04,0.0038,0.0014,0.006,-0.007,1e-04
-3e-04,0.0035,-2e-04,0,0.01,6e-05
1e-04,-0.0098,-3e-04,0.01,-0.013,-0.00011
3e-04,-0.0082,0,0.009,-0.03,0.00021
-1e-04,0.0112,0.0014,0.016,-0.002,8e-05
-2e-04,0.0089,-0.0033,0.013,0.034,-0.00019
-2e-04,0.0023,-0.0015,0.009,0.046,-0.00036
4e-04,-0.0075,-0.0011,0.006,0.041,-0.00051
-3e-04,0.0062,-0.0013,0.016,0.013,0.00012
3e-04,-0.0067,-0.0015,0.011,0.018,-0.00022
-4e-04,0.0064,-0.0012,0,0.013,9e-05
2e-04,-0.0089,0.0049,0.012,0.009,-0.00025
-1e-04,0.007,-6e-04,0.012,-0.014,0.00032
-1e-04,0.0101,-5e-04,0.011,0,0.00014
-3e-04,0.0105,-2e-04,0.009,0.023,-3e-05
-3e-04,0.0011,-0.0013,0.003,0.044,-0.00035
4e-04,-0.0072,-9e-04,0.002,0.04,-0.00058
-2e-04,0.0034,-7e-04,0.009,-0.007,3e-05
1e-04,-0.0038,0.0039,0.013,-0.006,-0.00016
-1e-04,0.0068,-0.0011,0.011,-0.009,0.00016
-3e-04,0.0066,-9e-04,0.007,0.012,-5e-05
2e-04,-0.0072,-0.0025,0.007,0.006,-0.00011
1e-04,-0.0037,-5e-04,0.003,-0.011,0.00021
-4e-04,0.0064,7e-04,0.002,-0.006,0.00022
4e-04,-0.0067,-2e-04,0.008,0.004,-0.00039
-1e-04,0.0029,-9e-04,-0.001,-0.008,0.00028
-2e-04,0.007,0.004,0.006,0.003,0.00016
3e-04,-0.0045,0.0025,0.019,0.018,-0.00022
1e-04,-0.0031,0.0015,0.011,-0.012,0
-1e-04,0.0044,3e-04,0.009,0.015,-6e-05
2e-04,-0.0076,7e-04,0.009,-0.014,-1e-05
-2e-04,0.0049,0.0011,0.01,-0.024,0.00021
1e-04,5e-04,-0.0017,0.003,-0.009,0.00015
-2e-04,0.0039,0.002,0.005,-0.005,0.00018
-2e-04,0.0034,0,0.009,0.01,-4e-05
2e-04,-0.0057,8e-04,0.01,0.005,-0.00015
2e-04,-0.0051,0.0014,0.012,-0.013,7e-05
-1e-04,0.0045,-0.001,0.008,-0.013,4e-05
1e-04,-5e-04,0.0028,0.015,-0.01,3e-05
-1e-04,0.0038,0.0013,0.017,-0.006,0.00015
1e-04,0.0049,0.0016,0.019,0.004,2e-05
-1e-04,0.0053,-0.0011,0.016,0.013,1e-05
-1e-04,0.0036,-0.0028,0.009,0.027,-7e-05
-1e-04,-0.0011,-0.0018,0.003,0.031,-0.00023
2e-04,-0.0111,0.0012,0.002,-0.017,-4e-05
1e-04,-0.0096,0.002,0.004,-0.034,0.00017
1e-04,-0.0048,0.0018,0.006,-0.047,0.00028
-2e-04,0.0093,0.0014,0.007,-0.038,3e-04
-1e-04,0.0055,1e-04,0.021,-0.02,0.00021
-3e-04,0.0088,-2e-04,0.017,0.012,-1e-05
3e-04,-0.0075,0.0026,0.014,0.019,-0.00015
1e-04,-0.0042,0.0017,0.018,-0.01,0.00012
3e-04,2e-04,8e-04,0.02,-0.009,-7e-05
1e-04,-0.0011,4e-04,0.009,-0.01,1e-05
1e-04,-0.002,0.0016,0.022,-0.016,6e-05
1e-04,-5e-04,0.0013,0.012,-0.01,-1e-05
-1e-04,0.0019,7e-04,0.013,0.011,-4e-05
3e-04,-0.0037,2e-04,0.012,0.007,-0.00011
-2e-04,0.0055,0,0.009,0.014,7e-05
1e-04,-0.0038,-1e-04,0.011,0.024,-0.00017
1e-04,-0.006,0.0023,0.007,-0.011,5e-05
-1e-04,0.0055,0.002,0.019,-0.013,0.00014
1e-04,-0.0037,0.0032,0.015,0.017,-9e-05
-2e-04,0.0054,0.0011,0.019,0.024,0
1e-04,-0.0038,-1e-04,0.016,0.032,-0.00029
2e-04,-0.0102,-9e-04,0.012,0.011,-0.00016
1e-04,-0.0094,-3e-04,0.013,-0.01,0.00021
-1e-04,0.0076,0.002,0.004,-0.007,9e-05
-1e-04,0.007,0.0019,0.006,0.01,-7e-05
2e-04,-0.0043,-6e-04,0.009,0.018,-0.00012
-1e-04,4e-04,0.0034,0.019,0.01,-5e-05
-1e-04,0.0041,-0.0037,-0.001,0.01,0.00017
-2e-04,0.0057,0.0032,-0.003,0.016,1e-04
-1e-04,0.003,0.0037,0.007,0.031,-0.00014
1e-04,-0.0039,-3e-04,0.012,0.023,-5e-05
2e-04,-0.0033,-6e-04,0.002,-0.011,1e-05
-1e-04,0.0045,0.0031,0.007,-0.007,8e-05
-1e-04,0.0028,-0.0018,0.017,0.011,1e-05
2e-04,-0.0037,-6e-04,0.007,0.005,-4e-05
-1e-04,0.0022,0,0.012,0.01,1e-05
1e-04,-5e-04,8e-04,0.012,-0.01,8e-05
-2e-04,0.0028,1e-04,0.01,-0.007,0.00012
2e-04,-0.0044,2e-04,0.012,-0.011,1e-05
1e-04,-0.0034,0.0014,0.013,0.008,-7e-05
-2e-04,0.0055,0.0011,0.008,-0.002,8e-05
3e-04,-0.004,-0.0015,0.011,0.007,-9e-05
-2e-04,0.0065,0.0017,0.006,0.013,0.00015
2e-04,-0.0089,0.0026,0.015,0.005,-9e-05
2e-04,-0.0051,-0.002,0.011,-0.013,0.00024
-1e-04,0.0061,-0.0026,-0.002,-0.012,0.00029
-1e-04,0.0104,9e-04,-0.001,0.013,3e-05
-1e-04,0.004,0.0024,0.005,0.046,-0.00019
-2e-04,0,-0.0017,0.01,0.032,-3e-05
1e-04,-0.0037,0.0025,0.014,0.028,-0.00015
1e-04,-0.0035,4e-04,0.014,0.026,-0.00012
2e-04,-0.0078,0,0.004,-0.012,-8e-05
2e-04,-0.0047,0.0015,0.005,-0.031,0.00017
-3e-04,0.0075,0.0021,0.011,-0.025,0.00022
4e-04,-0.0085,-0.0015,0.007,-0.009,-0.00019
-2e-04,0.0057,0.0022,0.006,-0.025,0.00023
-2e-04,0.0076,0.0024,0.011,-0.004,1e-05
1e-04,-0.0074,2e-04,0.009,0.003,-0.00026
1e-04,-0.01,0.0021,0.011,-0.015,-7e-05
3e-04,-0.009,0.0018,0.013,-0.032,1e-04
-3e-04,0.0077,-2e-04,0.008,-0.041,0.00043
-2e-04,0.0119,4e-04,0.007,-0.006,-1e-05
-4e-04,0.0077,0.0034,0.012,0.013,-0.00029
-2e-04,6e-04,-0.0019,0.014,0.01,0.00021
1e-04,-0.0041,9e-04,0.001,0.005,-0.00011
1e-04,-0.002,0.0025,0.007,-0.013,9e-05
-1e-04,0.0085,-8e-04,0.006,0.016,6e-05
-1e-04,0.0063,0.0016,0.007,0.033,-0.00015
2e-04,-0.0093,-2e-04,0.009,0.014,-9e-05
1e-04,-0.0053,2e-04,0.006,-0.012,0.00022
-2e-04,0.0059,-2e-04,0.009,-0.011,0.00024
-1e-04,0.0069,4e-04,0.008,0.016,-3e-05
-1e-04,0.0037,0.0027,0.012,0.026,-0.00018
-1e-04,0.001,-0.0028,0.01,0.029,-0.00024
2e-04,-0.0076,-0.0016,0.005,0.021,-3e-04
1e-04,-0.0098,0.003,0.009,-0.002,-1e-05
1e-04,-0.0052,0.0016,0.011,-0.029,0.00017
-1e-04,0.0039,4e-04,0.009,-0.032,0.00024
-1e-04,0.0054,6e-04,0.008,0.011,-6e-05
2e-04,-0.0055,0,0.008,0.013,-0.00018
2e-04,-0.0022,6e-04,0.007,-0.013,0.00011
-2e-04,0.0052,0.0012,0.008,-0.008,0.00019
-2e-04,0.0047,0.0016,0.012,0.012,-7e-05
3e-04,-0.0039,-9e-04,0.009,0.014,-0.00018
-3e-04,0.0042,-6e-04,0.009,-0.008,0.00017
2e-04,-0.0054,0.0013,0.012,-0.007,-0.00019
-1e-04,0.0085,-0.0018,0.008,-0.005,0.00018
-3e-04,0.0092,-7e-04,0.006,0.012,-3e-05
1e-04,0.0019,0.0021,0.008,0.03,-0.00029
3e-04,-0.0063,-0.0023,0.009,0.023,-0.00019
2e-04,-0.0088,0.0044,0.011,0.004,-0.00017
-2e-04,0.0075,-0.001,0.013,-0.024,0.00041
-1e-04,0.01,-3e-04,0.01,0.002,-1e-05
-1e-04,0.0079,0.0039,0.013,0.021,-0.00025
2e-04,-0.0048,-9e-04,0.014,0.025,-0.00015
-2e-04,0.0041,-0.0024,-0.003,0.016,1e-04
-2e-04,0.0017,0.0036,0.001,0.035,-1e-04
1e-04,-0.0036,0.0054,0.012,0.033,-0.00025
-3e-04,0.0063,-0.0018,0.01,-0.012,0.00033
2e-04,-0.0021,1e-04,0.008,-0.01,0
-2e-04,0.0042,0.0028,0.01,-0.007,0.00014
-2e-04,4e-04,-0.0011,0.013,0.009,-1e-05
2e-04,-0.0071,4e-04,0.004,-0.016,-7e-05
1e-04,-0.0055,0.0032,0.007,-0.032,0.00012
1e-04,0.006,0.0017,0.014,-0.032,0.00022
-3e-04,0.0105,-0.002,0.011,-0.016,2e-04
2e-04,-0.0057,0.0018,0.001,0.01,-3e-04
-1e-04,0.0047,-9e-04,0.004,-0.005,2e-05
-2e-04,2e-04,0.0021,0.01,0.01,-1e-04
4e-04,-0.0048,0.0011,0.011,0.006,-0.00029
2e-04,-0.0016,0.0012,0.014,-0.01,-1e-05
-4e-04,0.0053,-7e-04,0.011,-0.007,0.00027
1e-04,0.0039,0.001,0.012,0.012,-0.00011
2e-04,-0.0072,0.0027,0.007,0.005,-0.00017
-3e-04,0.0055,-0.0011,0.011,-0.03,0.00024
-1e-04,0.0012,0,0.008,0.011,-3e-05
1e-04,-0.004,3e-04,0.007,0.005,-1e-04
-3e-04,0.0046,-3e-04,0.006,-0.007,2e-04
-1e-04,0.003,2e-04,0.004,0.011,-9e-05
3e-04,-0.0048,0.0035,0.014,0.009,-2e-04
-2e-04,0.0056,0.0025,0.008,0.011,3e-05
1e-04,-0.0042,2e-04,0.01,0.016,-8e-05
2e-04,-0.003,0.0035,0.009,-0.01,-3e-05
-3e-04,0.0049,-1e-04,0.013,-0.007,0.00011
-2e-04,0.0026,0.002,0.006,-0.007,0.00011
1e-04,-0.0024,0.0022,0.005,-0.012,-1e-05
1e-04,-0.0036,0.0017,0.011,-0.032,0.00011
-1e-04,0.0078,-0.0015,0.009,-0.003,2e-05
-1e-04,0.0057,-0.0011,0.006,0.012,-0.00012
-1e-04,0.0047,9e-04,0.009,-0.023,2e-05
-1e-04,0.0032,0.0011,0.012,-0.007,-6e-05
2e-04,-0.0048,0.0015,0.018,-0.012,-1e-04
-1e-04,0.0064,0,0.015,-0.005,6e-05
-1e-04,0.0063,-0.002,0.01,0.016,-4e-05
1e-04,-0.007,-0.001,0.008,0.013,-8e-05
-1e-04,0.0035,0.001,0.006,-0.002,6e-05
-1e-04,0.0022,0.0012,0.01,0.011,-6e-05
2e-04,-0.004,-2e-04,0.014,0.005,-8e-05
-1e-04,0.0029,0.0018,0.007,-0.006,7e-05
1e-04,-0.0022,-6e-04,0.01,-0.013,2e-05
-2e-04,0.0045,4e-04,0.002,-0.005,6e-05
1e-04,-0.0021,4e-04,0.008,-0.01,4e-05
-1e-04,0.0033,0.0022,0.014,-0.006,7e-05
1e-04,-0.0041,-4e-04,0.012,-0.015,-1e-05
1e-04,-0.0029,-6e-04,0.01,-0.022,9e-05
-1e-04,0.0066,0.0011,0.002,-0.002,4e-05
2e-04,-0.007,2e-04,0.016,0.005,-7e-05
-1e-04,0.0069,8e-04,0.001,0,6e-05
-2e-04,0.0052,4e-04,0.002,0.019,-1e-04
1e-04,-0.0103,0.002,0.012,0.003,-0.00019
-1e-04,0.0076,2e-04,0.011,-0.036,0.00018
-1e-04,0.0088,4e-04,0.011,-0.02,1e-05
-2e-04,8e-04,-6e-04,0.01,0.01,0
-1e-04,0.0042,-9e-04,-0.002,0.01,5e-05
2e-04,-0.0069,0.0031,0.011,0.008,-0.00019
1e-04,-0.0053,5e-04,0.017,-0.028,0.00012
-1e-04,0.0067,-7e-04,0.01,-0.023,0.00015
1e-04,-0.003,-4e-04,0.006,-0.01,5e-05
-1e-04,0.0041,0.0014,0.01,-0.005,6e-05
-1e-04,0.0023,-1e-04,0.015,0.01,-8e-05
1e-04,-0.005,0.0029,0.02,0.011,-0.00011
1e-04,-0.0057,-0.0027,0.02,0.003,-2e-05
-1e-04,-1e-04,-0.0035,0.006,-0.01,0.00018
-1e-04,0.0058,4e-04,0.005,0.011,0
-2e-04,0.0012,6e-04,0.008,0.03,-0.00011
1e-04,-0.004,0.0011,0.01,0.028,-0.00026
1e-04,-0.0071,0.001,0.011,0.019,-0.00016
-1e-04,0.0026,6e-04,0.014,0.011,-5e-05
-1e-04,0.0039,0.0016,0.004,-0.007,0.00013
1e-04,-0.0035,-0.001,0.008,-0.015,-1e-05
1e-04,-0.0025,-0.0011,0.006,-0.02,8e-05
1e-04,0.0047,7e-04,0.008,-0.005,3e-05
-1e-04,0.0054,6e-04,0.009,0.005,2e-05
1e-04,0.005,7e-04,0.01,0.015,-4e-05
1e-04,-0.0052,-0.0011,0.005,0.003,-2e-05
-2e-04,0.0048,0.0014,0.003,-0.005,0.00015
-2e-04,0.0056,0.0014,0.002,0.014,-1e-05
1e-04,-0.0082,0.0012,0.011,0.002,-9e-05
1e-04,-0.008,3e-04,0.011,-0.011,4e-05
3e-04,-0.0043,0.0096,0.014,-0.01,0.00034
6e-04,-0.0041,0.0042,0.007,-0.01,-0.00013
-8e-04,0.0058,0.0064,0.021,-0.008,0.00012
0.001,-0.0076,-0.0019,0.031,-0.012,-0.00015
1e-04,0.0037,-0.001,0.018,-0.025,0.00035
-1e-04,0.0096,-8e-04,0.012,-0.013,0.00028
-9e-04,0.0122,0.0066,0.017,0.003,0.00012
-2e-04,0.0075,0.0042,0.023,0.025,-0.00054
0.0016,-0.0092,-0.0021,0.021,0.023,-0.00083
-6e-04,0.0067,0.0022,0.017,-0.023,0.00034
1e-04,7e-04,0.0017,0.02,0.009,-0.00022
-4e-04,0.0039,0.002,0.018,0.008,0.00014
7e-04,-0.0063,0.0024,0.019,0.007,-0.00028
-1e-04,0.0039,0.0021,0.019,-0.01,0.00027
-5e-04,0.0066,0.0038,0.02,-0.002,7e-05
0.0013,-0.0116,9e-04,0.02,-0.011,-0.00041
-8e-04,0.0118,0.004,0.009,-0.026,0.00044
-1e-04,0.0075,0.0036,0.014,0.013,-4e-04
1e-04,-0.0095,0.0041,0.023,0.004,-0.00027
-5e-04,0.0103,1e-04,0.02,-0.023,0.00052
-6e-04,0.0133,0.0024,0.022,-0.001,0
1e-04,-0.0079,-5e-04,0.006,0.013,-0.00031
1e-04,0.0036,0.0053,0.021,-0.03,0.00035
-2e-04,0.0103,-0.0012,0.017,-0.016,0.00029
-1e-04,0.0124,-6e-04,0.013,0.003,5e-05
-1e-04,0.01,-1e-04,0.01,0.019,-0.00022
1e-04,0.0039,9e-04,0.01,0.031,-0.00036
4e-04,-0.0038,0.0018,0.01,0.006,-6e-05
8e-04,-0.0146,9e-04,0.014,-0.008,-0.00022
2e-04,-0.0076,0.0022,0.012,-0.036,0.00055
-9e-04,0.0122,0.0027,0.009,-0.028,0.00053
-4e-04,0.0106,0.005,0.017,0.013,-0.00039
1e-04,-0.0044,0.0012,0.019,0.018,-0.00013
-3e-04,-0.0053,-0.0019,0.015,0.008,-1e-05
4e-04,-0.0072,-8e-04,0.012,-0.001,-0.00017
-5e-04,0.0064,0.0013,0.003,-0.005,4e-04
-2e-04,0.0068,0.0042,0.01,0.019,-0.00011
1e-04,-0.0044,0.0013,0.018,0.025,-0.00025
1e-04,-0.0078,-0.0016,0.013,0.016,-0.00022
-7e-04,0.005,0.0016,0.015,-0.007,0.00022
4e-04,-0.005,0.0011,0.018,-0.002,-0.00032
2e-04,-0.0049,0.0013,0.017,-0.013,0.00012
-9e-04,0.0097,-0.0014,0.008,-0.005,0.00033
5e-04,-0.0085,0.0036,0.01,-0.011,-3e-05
-5e-04,0.0111,-0.0022,0.011,-0.003,0.00021
-1e-04,0.0064,8e-04,0.009,0.019,-0.00039
1e-04,-0.0051,0.0026,0.012,0.021,-0.00045
1e-04,-0.0101,0.0027,0.014,0.01,-3e-04
8e-04,-0.0044,-8e-04,0.015,0.007,-0.00031
-1e-04,0.0075,0.0045,0.006,0.008,0.00022
-2e-04,0.0018,0.0028,0.012,0.028,-0.00022
-1e-04,-0.0041,0.003,0.016,0.026,-0.00034
-3e-04,0.003,-5e-04,0.008,-0.005,0.00021
2e-04,-0.0031,0.0024,0.012,-0.014,0
-7e-04,0.0065,9e-04,0.01,-0.008,0.00019
1e-04,-0.0063,0.0023,0.012,-0.002,-0.00049
3e-04,-0.012,-0.0036,0.014,-0.021,-9e-05
1e-04,-0.0081,-0.0024,0.009,-0.041,4e-04
-4e-04,0.0076,0,-0.001,-0.042,4e-04
-4e-04,0.0065,0.0034,0.01,-0.005,9e-05
6e-04,-0.012,0.0036,0.021,-0.015,-0.00033
-2e-04,0.0084,-0.0011,0.014,-0.038,0.00039
1e-04,-0.0033,0.0019,0.005,-0.012,4e-05
-3e-04,0.0042,0.002,0.012,-0.007,6e-05
5e-04,-0.0064,-2e-04,0.012,-0.013,-0.00012
-3e-04,0.0104,0.0016,0.012,-0.005,0.00023
4e-04,-0.0104,-1e-04,0.007,0.004,-0.00021
-3e-04,0.0065,0.0017,0.011,-0.004,2e-04
-2e-04,0.0059,0.0016,0.011,0.01,-2e-04
6e-04,-0.0093,0,0.006,0.003,-3e-04
-3e-04,0.0047,0.003,0.004,-0.02,0.00036
-1e-04,0.0075,0.0031,0.01,0.011,-4e-05
1e-04,-0.0066,0.0016,0.009,0.004,-0.00012
2e-04,-0.0059,0.0014,0.008,-0.013,7e-05
-2e-04,0.0058,0.0031,0.014,-0.013,0.00012
