ScaledSoundPressure,Frequency,AngleOfAttack,ChordLength,FreeStreamVelocity,Suction
124.45,8000,0.0,0.1016,55.5,0.00131983
128.2,1600,15.4,0.0508,55.5,0.0271925
120.037,800,12.3,0.1016,31.7,0.0418756
124.304,5000,0.0,0.2286,71.3,0.00214345
121.771,4000,17.4,0.0254,55.5,0.016570599999999998
133.04,2500,0.0,0.1016,55.5,0.00131983
131.446,1250,9.5,0.0254,31.7,0.00461377
119.51299999999999,500,0.0,0.1524,39.6,0.00193287
135.866,8000,0.0,0.0254,39.6,0.00042846400000000004
114.044,200,17.4,0.0254,39.6,0.0172206
129.377,3150,0.0,0.1524,71.3,0.0015988
121.54700000000001,250,12.7,0.0254,39.6,0.013025299999999998
111.53399999999999,6300,7.3,0.2286,55.5,0.011170600000000001
128.713,315,7.2,0.1524,71.3,0.00752039
120.766,800,4.8,0.0254,39.6,0.000907475
113.11,6300,8.9,0.1016,39.6,0.012459600000000001
132.757,800,5.4,0.1524,39.6,0.00485029
120.553,8000,0.0,0.1524,39.6,0.00193287
132.095,2000,0.0,0.1016,71.3,0.00121072
129.468,1600,4.0,0.2286,71.3,0.00400603
122.23200000000001,4000,2.0,0.2286,55.5,0.00313525
121.118,5000,4.0,0.2286,71.3,0.00400603
129.256,1250,6.7,0.1016,31.7,0.00592927
121.889,4000,2.7,0.1524,39.6,0.00294804
127.40799999999999,1250,4.8,0.0254,31.7,0.0009307889999999999
110.689,6300,7.3,0.2286,31.7,0.0132672
124.685,630,15.4,0.0508,31.7,0.028985300000000002
133.241,1600,5.4,0.1524,71.3,0.00401199
131.836,2500,0.0,0.0254,39.6,0.00042846400000000004
127.197,2000,22.2,0.0254,71.3,0.0214178
112.014,5000,12.3,0.1016,55.5,0.0368233
114.042,6300,3.0,0.3048,39.6,0.00495741
114.079,4000,7.3,0.2286,39.6,0.0123481
135.328,4000,4.8,0.0254,31.7,0.0009307889999999999
130.688,800,4.0,0.2286,71.3,0.00400603
125.348,1000,4.8,0.0254,31.7,0.0009307889999999999
121.944,6300,2.7,0.1524,71.3,0.00243851
126.066,10000,4.8,0.0254,39.6,0.000907475
125.809,630,2.7,0.1524,39.6,0.00294804
123.08200000000001,500,9.5,0.0254,55.5,0.0043284
129.02700000000002,2500,12.7,0.0254,39.6,0.013025299999999998
121.775,3150,4.0,0.3048,71.3,0.00497773
126.45700000000001,5000,0.0,0.1524,71.3,0.0015988
138.75799999999998,200,7.3,0.2286,71.3,0.010440399999999999
130.195,1000,8.4,0.0508,39.6,0.00566229
134.319,200,9.9,0.1524,71.3,0.019300099999999997
117.195,200,0.0,0.3048,31.7,0.00331266
126.805,400,15.4,0.0508,71.3,0.0264269
110.22399999999999,10000,3.0,0.3048,71.3,0.00425727
131.80700000000002,4000,4.2,0.0508,39.6,0.00152689
135.459,315,9.9,0.1524,71.3,0.019300099999999997
128.99,315,11.2,0.0508,39.6,0.015047799999999998
118.441,3150,5.3,0.2286,39.6,0.00614329
128.412,5000,9.5,0.0254,55.5,0.0043284
130.94,800,8.9,0.1016,39.6,0.012459600000000001
133.774,500,12.3,0.1016,55.5,0.0368233
130.217,800,12.7,0.0254,39.6,0.013025299999999998
134.11,4000,0.0,0.0508,31.7,0.000812164
121.851,315,1.5,0.3048,39.6,0.00392107
127.39399999999999,800,2.7,0.1524,71.3,0.00243851
126.34899999999999,1000,9.9,0.1524,71.3,0.019300099999999997
120.264,4000,3.0,0.3048,71.3,0.00425727
120.49700000000001,2500,5.4,0.1524,39.6,0.00485029
131.56799999999998,250,12.3,0.1016,71.3,0.033779199999999995
124.43799999999999,1000,15.6,0.1016,71.3,0.0437259
127.465,2500,8.4,0.0508,39.6,0.00566229
129.864,315,19.7,0.0508,39.6,0.036483999999999996
130.123,400,7.2,0.1524,71.3,0.00752039
119.135,3150,0.0,0.3048,31.7,0.00331266
121.617,500,0.0,0.1524,31.7,0.00209405
123.069,2000,3.0,0.3048,55.5,0.00452492
127.01100000000001,250,5.3,0.2286,39.6,0.00614329
126.82600000000001,2000,17.4,0.0254,71.3,0.016104
120.05799999999999,1600,7.2,0.1524,39.6,0.00909175
120.779,2000,9.9,0.1524,71.3,0.019300099999999997
133.553,1600,0.0,0.1016,31.7,0.00150092
125.715,3150,15.4,0.0508,71.3,0.0264269
136.886,630,17.4,0.0254,31.7,0.017663099999999998
123.74,2500,5.3,0.2286,71.3,0.0051942
132.395,1250,6.7,0.1016,39.6,0.00578076
112.039,6300,9.9,0.1524,71.3,0.019300099999999997
124.835,250,15.4,0.0508,71.3,0.0264269
126.986,1600,0.0,0.3048,55.5,0.00283081
127.86399999999999,4000,9.5,0.0254,39.6,0.00449821
123.87899999999999,400,4.0,0.2286,39.6,0.00473801
119.54,315,0.0,0.2286,55.5,0.00229336
118.82700000000001,5000,2.0,0.2286,39.6,0.00346574
123.46,3150,15.4,0.0508,55.5,0.0271925
127.59100000000001,1600,0.0,0.3048,71.3,0.00266337
129.934,3150,9.5,0.0254,39.6,0.00449821
126.189,630,7.3,0.2286,31.7,0.0132672
130.748,800,7.3,0.2286,71.3,0.010440399999999999
116.411,6300,5.4,0.1524,71.3,0.00401199
124.155,630,0.0,0.1016,71.3,0.00121072
132.595,2500,0.0,0.1016,71.3,0.00121072
119.646,4000,22.2,0.0254,39.6,0.022902799999999997
123.305,10000,0.0,0.1016,71.3,0.00121072
118.595,250,0.0,0.3048,31.7,0.00331266
128.241,1000,5.4,0.1524,31.7,0.00525474
117.50399999999999,2000,12.6,0.1524,71.3,0.0483159
133.808,315,15.6,0.1016,71.3,0.0437259
125.524,2000,3.0,0.3048,71.3,0.00425727
115.461,400,17.4,0.0254,55.5,0.016570599999999998
120.786,6300,2.0,0.2286,71.3,0.00293031
114.9,500,12.6,0.1524,39.6,0.058411300000000006
111.135,5000,9.9,0.1524,39.6,0.0233328
125.305,2000,0.0,0.2286,39.6,0.00253511
122.527,8000,0.0,0.1524,71.3,0.0015988
120.555,1250,9.9,0.1524,39.6,0.0233328
129.653,2000,6.7,0.1016,55.5,0.0052139
134.556,5000,0.0,0.0508,55.5,0.00076193
121.587,3150,5.4,0.1524,55.5,0.00433288
123.705,400,15.4,0.0508,31.7,0.028985300000000002
134.498,6300,4.8,0.0254,71.3,0.000848633
119.975,200,15.4,0.0508,31.7,0.028985300000000002
125.045,400,0.0,0.3048,31.7,0.00331266
116.92,6300,5.3,0.2286,71.3,0.0051942
130.558,315,7.2,0.1524,39.6,0.00909175
134.308,5000,0.0,0.0508,39.6,0.000791822
118.134,5000,3.0,0.3048,71.3,0.00425727
121.635,1250,9.9,0.1524,55.5,0.0208438
129.965,2000,8.4,0.0508,39.6,0.00566229
125.01,200,11.2,0.0508,39.6,0.015047799999999998
121.58200000000001,400,8.4,0.0508,55.5,0.00544854
119.319,250,0.0,0.3048,39.6,0.00310138
124.214,1250,12.3,0.1016,55.5,0.0368233
129.144,2500,4.8,0.0254,55.5,0.000873218
122.61200000000001,4000,8.4,0.0508,55.5,0.00544854
134.533,250,8.9,0.1016,71.3,0.0103088
116.65899999999999,8000,2.7,0.1524,39.6,0.00294804
131.542,2500,8.4,0.0508,55.5,0.00544854
111.818,3150,7.2,0.1524,39.6,0.00909175
122.292,400,2.0,0.2286,55.5,0.00313525
129.05700000000002,630,2.0,0.2286,31.7,0.00372371
130.173,500,4.0,0.3048,39.6,0.00579636
120.484,400,15.6,0.1016,39.6,0.0528487
131.31,2500,0.0,0.0508,71.3,0.000740478
122.101,2000,1.5,0.3048,39.6,0.00392107
121.499,5000,2.7,0.1524,39.6,0.00294804
130.049,1600,2.7,0.1524,39.6,0.00294804
125.625,1600,0.0,0.2286,31.7,0.0027238
132.769,1250,3.3,0.1016,55.5,0.002211
130.638,500,15.6,0.1016,71.3,0.0437259
117.478,2500,7.2,0.1524,39.6,0.00909175
124.318,1600,4.2,0.0508,71.3,0.00142788
125.16,3150,0.0,0.2286,55.5,0.00229336
119.34299999999999,4000,7.2,0.1524,71.3,0.00752039
131.184,1600,9.5,0.0254,39.6,0.00449821
115.65899999999999,10000,3.3,0.1016,55.5,0.002211
125.721,1250,5.3,0.2286,39.6,0.00614329
132.35399999999998,3150,4.8,0.0254,55.5,0.000873218
132.127,1000,5.4,0.1524,55.5,0.00433288
129.575,400,4.0,0.3048,71.3,0.00497773
131.01,1600,0.0,0.0508,31.7,0.000812164
128.952,630,3.3,0.1016,31.7,0.00251435
118.712,6300,2.0,0.2286,55.5,0.00313525
131.234,2500,9.5,0.0254,39.6,0.00449821
131.434,1000,3.3,0.1016,71.3,0.00202822
132.149,315,7.3,0.2286,39.6,0.0123481
119.209,6300,2.7,0.1524,39.6,0.00294804
126.406,1600,17.4,0.0254,71.3,0.016104
112.251,8000,1.5,0.3048,39.6,0.00392107
130.114,2000,2.7,0.1524,71.3,0.00243851
122.905,500,8.4,0.0508,39.6,0.00566229
113.334,3150,12.6,0.1524,71.3,0.0483159
123.89399999999999,500,9.5,0.0254,39.6,0.00449821
119.146,200,9.5,0.0254,31.7,0.00461377
130.614,400,19.7,0.0508,39.6,0.036483999999999996
124.69200000000001,500,2.0,0.2286,55.5,0.00313525
132.513,1250,7.2,0.1524,71.3,0.00752039
117.604,1600,19.7,0.0508,39.6,0.036483999999999996
108.265,10000,0.0,0.3048,31.7,0.00331266
126.26700000000001,1600,5.4,0.1524,39.6,0.00485029
112.699,6300,4.0,0.2286,31.7,0.00509068
120.575,1600,19.7,0.0508,71.3,0.034118300000000004
133.261,1600,0.0,0.1016,39.6,0.00146332
127.315,200,9.9,0.1524,39.6,0.0233328
124.101,3150,17.4,0.0254,55.5,0.016570599999999998
129.30100000000002,1250,17.4,0.0254,55.5,0.016570599999999998
107.28399999999999,6300,12.6,0.1524,71.3,0.0483159
125.539,800,9.9,0.1524,31.7,0.0252785
124.355,1250,0.0,0.3048,31.7,0.00331266
123.118,315,3.0,0.3048,31.7,0.00529514
133.311,2000,11.2,0.0508,71.3,0.014072
122.21600000000001,1600,22.2,0.0254,39.6,0.022902799999999997
131.06,2000,0.0,0.0508,71.3,0.000740478
135.924,400,7.3,0.2286,55.5,0.011170600000000001
119.875,1600,9.9,0.1524,55.5,0.0208438
119.639,2500,9.9,0.1524,71.3,0.019300099999999997
127.84700000000001,3150,12.7,0.0254,39.6,0.013025299999999998
128.816,1250,2.0,0.2286,71.3,0.00293031
123.742,3150,2.0,0.2286,55.5,0.00313525
117.624,12500,0.0,0.2286,71.3,0.00214345
128.401,800,0.0,0.1016,39.6,0.00146332
126.758,500,4.0,0.2286,71.3,0.00400603
126.16,630,0.0,0.2286,55.5,0.00229336
110.36399999999999,16000,2.7,0.1524,71.3,0.00243851
120.13600000000001,250,9.5,0.0254,31.7,0.00461377
130.715,500,4.0,0.3048,71.3,0.00497773
122.175,5000,0.0,0.2286,39.6,0.00253511
128.244,2000,0.0,0.2286,71.3,0.00214345
131.453,12500,0.0,0.0254,55.5,0.00041229
129.681,500,5.4,0.1524,31.7,0.00525474
124.36399999999999,5000,2.7,0.1524,71.3,0.00243851
129.94899999999998,800,3.0,0.3048,55.5,0.00452492
131.264,1250,4.0,0.2286,55.5,0.0042861999999999996
126.75200000000001,1600,2.0,0.2286,55.5,0.00313525
130.033,1000,0.0,0.1524,39.6,0.00193287
130.67,400,11.2,0.0508,39.6,0.015047799999999998
124.156,1600,0.0,0.0254,39.6,0.00042846400000000004
110.89399999999999,2000,15.6,0.1016,39.6,0.0528487
130.197,1600,4.2,0.0508,39.6,0.00152689
118.291,3150,5.4,0.1524,31.7,0.00525474
128.398,2000,4.8,0.0254,71.3,0.000848633
119.294,315,9.5,0.0254,39.6,0.00449821
127.815,500,9.9,0.1524,55.5,0.0208438
122.211,1600,1.5,0.3048,39.6,0.00392107
110.78,1600,12.6,0.1524,39.6,0.058411300000000006
117.134,3150,7.3,0.2286,55.5,0.011170600000000001
112.76799999999999,16000,4.0,0.2286,71.3,0.00400603
112.675,8000,15.4,0.0508,71.3,0.0264269
122.96600000000001,500,8.4,0.0508,31.7,0.00580776
126.29899999999999,800,7.3,0.2286,39.6,0.0123481
107.147,5000,12.3,0.1016,31.7,0.0418756
127.73,6300,0.0,0.1016,55.5,0.00131983
122.439,2500,3.0,0.3048,55.5,0.00452492
124.25299999999999,6300,0.0,0.1016,31.7,0.00150092
125.728,1600,7.3,0.2286,71.3,0.010440399999999999
135.484,5000,4.8,0.0254,55.5,0.000873218
135.42600000000002,5000,4.8,0.0254,39.6,0.000907475
115.863,4000,4.0,0.3048,39.6,0.00579636
126.78,1000,0.0,0.0508,31.7,0.000812164
126.846,1600,17.4,0.0254,31.7,0.017663099999999998
130.05,1250,11.2,0.0508,39.6,0.015047799999999998
125.802,1250,3.0,0.3048,39.6,0.00495741
118.904,1000,19.7,0.0508,39.6,0.036483999999999996
133.251,2000,0.0,0.1016,39.6,0.00146332
124.001,400,1.5,0.3048,39.6,0.00392107
121.789,1600,9.9,0.1524,71.3,0.019300099999999997
128.345,400,9.9,0.1524,39.6,0.0233328
124.71700000000001,315,12.3,0.1016,31.7,0.0418756
132.828,5000,4.2,0.0508,71.3,0.00142788
117.38600000000001,250,22.2,0.0254,39.6,0.022902799999999997
108.03399999999999,5000,12.6,0.1524,71.3,0.0483159
121.52799999999999,1600,15.6,0.1016,71.3,0.0437259
114.714,250,17.4,0.0254,39.6,0.0172206
121.225,250,15.4,0.0508,31.7,0.028985300000000002
131.708,1000,4.0,0.2286,71.3,0.00400603
127.117,1250,5.4,0.1524,39.6,0.00485029
124.98700000000001,200,12.3,0.1016,31.7,0.0418756
122.60600000000001,630,17.4,0.0254,71.3,0.016104
123.537,315,12.7,0.0254,39.6,0.013025299999999998
112.241,12500,0.0,0.3048,71.3,0.00266337
136.284,315,7.3,0.2286,55.5,0.011170600000000001
121.762,4000,1.5,0.3048,71.3,0.00336729
120.154,1250,12.6,0.1524,71.3,0.0483159
131.44799999999998,630,6.7,0.1016,71.3,0.00478288
131.80700000000002,630,5.4,0.1524,55.5,0.00433288
121.238,10000,4.2,0.0508,71.3,0.00142788
124.166,2500,17.4,0.0254,31.7,0.017663099999999998
122.39399999999999,3150,4.0,0.2286,55.5,0.0042861999999999996
123.12700000000001,6300,22.2,0.0254,71.3,0.0214178
129.395,1250,4.0,0.3048,71.3,0.00497773
109.619,12500,0.0,0.3048,39.6,0.00310138
115.85700000000001,315,22.2,0.0254,71.3,0.0214178
128.454,500,3.0,0.3048,71.3,0.00425727
128.16899999999998,500,7.3,0.2286,31.7,0.0132672
109.52,2000,12.6,0.1524,39.6,0.058411300000000006
130.507,1000,5.4,0.1524,39.6,0.00485029
120.015,400,8.4,0.0508,39.6,0.00566229
121.397,2500,2.0,0.2286,39.6,0.00346574
128.265,400,12.3,0.1016,39.6,0.0408268
112.848,8000,4.0,0.2286,71.3,0.00400603
129.55200000000002,800,3.0,0.3048,39.6,0.00495741
133.611,630,11.2,0.0508,71.3,0.014072
131.313,1000,0.0,0.1016,31.7,0.00150092
128.916,2000,4.8,0.0254,39.6,0.000907475
123.82,1600,8.9,0.1016,39.6,0.012459600000000001
129.006,630,9.5,0.0254,31.7,0.00461377
121.055,315,0.0,0.2286,39.6,0.00253511
120.53200000000001,2000,3.0,0.3048,39.6,0.00495741
126.446,1250,22.2,0.0254,39.6,0.022902799999999997
119.25299999999999,10000,0.0,0.1524,55.5,0.00172668
135.674,315,12.3,0.1016,55.5,0.0368233
115.137,6300,2.0,0.2286,31.7,0.00372371
120.446,2000,6.7,0.1016,31.7,0.00592927
130.299,500,7.3,0.2286,39.6,0.0123481
116.956,250,17.4,0.0254,31.7,0.017663099999999998
113.796,250,17.4,0.0254,71.3,0.016104
115.321,10000,3.3,0.1016,39.6,0.00245138
120.726,6300,9.5,0.0254,31.7,0.00461377
122.044,6300,0.0,0.2286,71.3,0.00214345
114.45299999999999,5000,15.4,0.0508,39.6,0.0282593
140.987,1250,22.2,0.0254,71.3,0.0214178
124.64399999999999,250,15.6,0.1016,39.6,0.0528487
129.516,1000,8.4,0.0508,31.7,0.00580776
125.816,1000,17.4,0.0254,71.3,0.016104
115.14399999999999,315,17.4,0.0254,39.6,0.0172206
119.15899999999999,4000,4.0,0.2286,39.6,0.00473801
122.435,1000,12.3,0.1016,39.6,0.0408268
133.376,10000,0.0,0.0254,39.6,0.00042846400000000004
136.10299999999998,6300,0.0,0.0254,55.5,0.00041229
119.916,6300,17.4,0.0254,71.3,0.016104
122.375,2000,0.0,0.3048,31.7,0.00331266
122.93799999999999,315,12.7,0.0254,71.3,0.012180799999999999
115.52,4000,11.2,0.0508,39.6,0.015047799999999998
123.445,3150,0.0,0.2286,31.7,0.0027238
127.318,800,12.3,0.1016,71.3,0.033779199999999995
119.208,4000,7.3,0.2286,71.3,0.010440399999999999
133.79,800,11.2,0.0508,39.6,0.015047799999999998
118.964,800,15.6,0.1016,39.6,0.0528487
130.845,1250,15.4,0.0508,71.3,0.0264269
113.07600000000001,10000,0.0,0.3048,55.5,0.00283081
112.065,5000,9.9,0.1524,55.5,0.0208438
116.181,4000,5.4,0.1524,31.7,0.00525474
129.776,500,22.2,0.0254,39.6,0.022902799999999997
112.169,10000,3.0,0.3048,55.5,0.00452492
127.625,2500,15.4,0.0508,71.3,0.0264269
134.625,800,6.7,0.1016,39.6,0.00578076
122.708,2000,7.3,0.2286,71.3,0.010440399999999999
127.141,3150,11.2,0.0508,71.3,0.014072
128.829,800,2.7,0.1524,39.6,0.00294804
128.939,500,4.0,0.2286,31.7,0.00509068
132.158,250,15.6,0.1016,71.3,0.0437259
131.966,3150,8.4,0.0508,71.3,0.00529514
119.111,3150,1.5,0.3048,39.6,0.00392107
119.04,2000,8.9,0.1016,39.6,0.012459600000000001
124.852,4000,3.3,0.1016,31.7,0.00251435
129.002,1000,2.0,0.2286,55.5,0.00313525
129.946,1000,8.4,0.0508,71.3,0.00529514
121.31299999999999,6300,0.0,0.1524,39.6,0.00193287
117.809,2000,7.3,0.2286,39.6,0.0123481
124.838,1250,3.0,0.3048,31.7,0.00529514
128.339,1250,4.0,0.2286,39.6,0.00473801
122.088,2500,7.3,0.2286,71.3,0.010440399999999999
117.137,4000,5.4,0.1524,39.6,0.00485029
109.22200000000001,12500,1.5,0.3048,71.3,0.00336729
112.265,4000,9.9,0.1524,39.6,0.0233328
130.989,200,7.3,0.2286,39.6,0.0123481
131.96,500,11.2,0.0508,39.6,0.015047799999999998
129.099,800,0.0,0.3048,39.6,0.00310138
129.63299999999998,2000,0.0,0.1524,39.6,0.00193287
134.56799999999998,2000,6.7,0.1016,71.3,0.00478288
129.116,12500,0.0,0.0254,39.6,0.00042846400000000004
114.085,2000,12.3,0.1016,39.6,0.0408268
124.555,800,19.7,0.0508,71.3,0.034118300000000004
125.20100000000001,3150,0.0,0.3048,71.3,0.00266337
130.311,500,11.2,0.0508,71.3,0.014072
133.72799999999998,3150,4.2,0.0508,71.3,0.00142788
134.236,4000,9.5,0.0254,71.3,0.00420654
126.045,630,8.4,0.0508,39.6,0.00566229
131.718,1250,4.0,0.2286,71.3,0.00400603
133.894,2500,3.3,0.1016,71.3,0.00202822
123.565,400,0.0,0.2286,39.6,0.00253511
134.85299999999998,630,7.2,0.1524,71.3,0.00752039
133.768,630,7.3,0.2286,71.3,0.010440399999999999
124.493,315,15.4,0.0508,39.6,0.0282593
130.869,800,4.0,0.2286,31.7,0.00509068
110.124,6300,12.3,0.1016,55.5,0.0368233
136.75799999999998,1000,6.7,0.1016,71.3,0.00478288
121.66,400,0.0,0.2286,55.5,0.00229336
131.518,8000,4.8,0.0254,71.3,0.000848633
123.081,1600,5.3,0.2286,39.6,0.00614329
120.766,400,17.4,0.0254,31.7,0.017663099999999998
118.618,6300,4.0,0.2286,71.3,0.00400603
108.684,4000,19.7,0.0508,39.6,0.036483999999999996
118.667,500,12.3,0.1016,31.7,0.0418756
115.29799999999999,5000,7.3,0.2286,71.3,0.010440399999999999
122.79,800,0.0,0.0508,31.7,0.000812164
121.301,5000,0.0,0.3048,71.3,0.00266337
132.357,630,5.4,0.1524,39.6,0.00485029
120.505,5000,0.0,0.2286,31.7,0.0027238
120.509,1250,7.3,0.2286,31.7,0.0132672
126.863,2500,0.0,0.1524,39.6,0.00193287
121.65700000000001,8000,22.2,0.0254,71.3,0.0214178
114.861,6300,17.4,0.0254,55.5,0.016570599999999998
127.53,800,0.0,0.2286,55.5,0.00229336
130.965,1600,8.4,0.0508,39.6,0.00566229
130.787,10000,0.0,0.0254,71.3,0.00040068199999999997
134.111,1250,5.4,0.1524,71.3,0.00401199
131.69799999999998,1000,12.7,0.0254,71.3,0.012180799999999999
129.037,800,2.0,0.2286,39.6,0.00346574
134.034,2000,3.3,0.1016,71.3,0.00202822
111.029,5000,7.3,0.2286,31.7,0.0132672
120.95200000000001,400,9.5,0.0254,55.5,0.0043284
133.75799999999998,3150,12.7,0.0254,71.3,0.012180799999999999
110.555,6300,9.9,0.1524,55.5,0.0208438
119.854,5000,17.4,0.0254,39.6,0.0172206
115.645,5000,0.0,0.3048,31.7,0.00331266
118.34299999999999,5000,7.2,0.1524,71.3,0.00752039
128.595,315,9.9,0.1524,39.6,0.0233328
109.63799999999999,20000,4.0,0.2286,71.3,0.00400603
117.927,400,22.2,0.0254,71.3,0.0214178
124.839,5000,3.3,0.1016,55.5,0.002211
135.079,400,9.9,0.1524,71.3,0.019300099999999997
115.846,315,17.4,0.0254,71.3,0.016104
129.889,630,9.9,0.1524,71.3,0.019300099999999997
130.817,1600,0.0,0.1524,31.7,0.00209405
123.45299999999999,5000,0.0,0.1524,39.6,0.00193287
116.677,6300,5.4,0.1524,39.6,0.00485029
113.85799999999999,5000,3.0,0.3048,31.7,0.00529514
114.569,5000,9.9,0.1524,71.3,0.019300099999999997
118.045,3150,15.4,0.0508,31.7,0.028985300000000002
110.307,3150,12.3,0.1016,31.7,0.0418756
119.708,20000,4.8,0.0254,71.3,0.000848633
128.144,1250,0.0,0.2286,71.3,0.00214345
129.134,1600,0.0,0.2286,71.3,0.00214345
121.234,8000,3.3,0.1016,71.3,0.00202822
123.416,400,22.2,0.0254,39.6,0.022902799999999997
125.20299999999999,5000,0.0,0.1524,55.5,0.00172668
116.815,6300,0.0,0.2286,31.7,0.0027238
131.362,800,3.3,0.1016,31.7,0.00251435
133.01,2000,0.0,0.0508,31.7,0.000812164
130.20600000000002,500,6.7,0.1016,31.7,0.00592927
124.244,630,12.3,0.1016,55.5,0.0368233
129.869,1000,4.0,0.2286,31.7,0.00509068
120.319,3150,0.0,0.3048,39.6,0.00310138
127.398,10000,4.8,0.0254,71.3,0.000848633
125.376,12500,0.0,0.0508,55.5,0.00076193
131.97799999999998,2500,4.2,0.0508,71.3,0.00142788
129.35399999999998,630,3.0,0.3048,71.3,0.00425727
123.417,400,2.0,0.2286,31.7,0.00372371
120.07600000000001,400,8.4,0.0508,31.7,0.00580776
121.90299999999999,8000,0.0,0.1524,55.5,0.00172668
128.306,1250,17.4,0.0254,31.7,0.017663099999999998
118.416,315,17.4,0.0254,31.7,0.017663099999999998
133.23,5000,0.0,0.0508,31.7,0.000812164
114.404,4000,12.3,0.1016,55.5,0.0368233
126.79,1600,0.0,0.2286,55.5,0.00229336
128.311,630,1.5,0.3048,39.6,0.00392107
130.43,800,15.4,0.0508,55.5,0.0271925
126.896,2000,2.0,0.2286,71.3,0.00293031
135.803,5000,0.0,0.0254,55.5,0.00041229
115.37200000000001,8000,1.5,0.3048,71.3,0.00336729
117.465,6300,0.0,0.2286,39.6,0.00253511
126.471,1600,17.4,0.0254,55.5,0.016570599999999998
127.488,250,7.2,0.1524,39.6,0.00909175
134.987,6300,0.0,0.0254,71.3,0.00040068199999999997
133.062,1600,9.5,0.0254,55.5,0.0043284
130.77700000000002,1250,5.4,0.1524,55.5,0.00433288
126.09700000000001,2500,22.2,0.0254,71.3,0.0214178
119.287,630,12.3,0.1016,31.7,0.0418756
122.413,2500,15.4,0.0508,39.6,0.0282593
119.115,250,19.7,0.0508,71.3,0.034118300000000004
130.589,1000,2.7,0.1524,39.6,0.00294804
117.32799999999999,12500,4.2,0.0508,71.3,0.00142788
130.089,250,7.3,0.2286,31.7,0.0132672
117.28399999999999,4000,7.3,0.2286,55.5,0.011170600000000001
131.45600000000002,2000,0.0,0.0508,55.5,0.00076193
128.825,1000,0.0,0.1016,71.3,0.00121072
116.12799999999999,500,4.8,0.0254,31.7,0.0009307889999999999
124.25399999999999,2000,4.0,0.2286,55.5,0.0042861999999999996
122.919,3150,2.7,0.1524,39.6,0.00294804
131.808,4000,12.7,0.0254,71.3,0.012180799999999999
130.156,8000,0.0,0.0508,55.5,0.00076193
113.288,5000,7.2,0.1524,39.6,0.00909175
126.04899999999999,630,9.9,0.1524,31.7,0.0252785
108.625,5000,12.3,0.1016,39.6,0.0408268
121.485,1250,19.7,0.0508,71.3,0.034118300000000004
120.92,4000,15.4,0.0508,55.5,0.0271925
114.47399999999999,20000,0.0,0.2286,71.3,0.00214345
130.349,630,4.0,0.2286,31.7,0.00509068
127.68799999999999,12500,4.8,0.0254,71.3,0.000848633
133.063,1250,0.0,0.1016,31.7,0.00150092
125.97399999999999,200,19.7,0.0508,39.6,0.036483999999999996
