ScaledSoundPressure,Frequency,AngleOfAttack,ChordLength,FreeStreamVelocity,Suction
121.106,4000,0.0,0.3048,55.5,0.00283081
115.89,250,12.6,0.1524,39.6,0.05841130000000001
107.985,6300,12.3,0.1016,39.6,0.0408268
130.086,2500,9.5,0.0254,31.7,0.00461377
119.632,5000,1.5,0.3048,71.3,0.00336729
123.807,4000,0.0,0.1524,31.7,0.00209405
127.71,1250,8.9,0.1016,39.6,0.0124596
128.705,630,0.0,0.2286,39.6,0.00253511
120.193,8000,0.0,0.1016,31.7,0.00150092
124.612,2000,2.0,0.2286,55.5,0.00313525
114.309,3150,7.3,0.2286,39.6,0.0123481
121.399,2500,0.0,0.3048,39.6,0.00310138
128.907,2000,0.0,0.1524,31.7,0.00209405
129.14700000000002,1000,2.0,0.2286,39.6,0.00346574
134.058,2500,12.7,0.0254,71.3,0.0121808
118.084,630,15.6,0.1016,39.6,0.0528487
118.743,3150,4.0,0.3048,39.6,0.00579636
127.556,800,8.4,0.0508,71.3,0.00529514
121.485,1600,15.4,0.0508,31.7,0.0289853
115.893,10000,0.0,0.1016,31.7,0.00150092
119.505,2000,9.9,0.1524,55.5,0.0208438
115.801,4000,5.3,0.2286,39.6,0.00614329
131.458,2500,6.7,0.1016,71.3,0.00478288
119.777,1000,12.3,0.1016,31.7,0.0418756
130.828,2500,4.8,0.0254,71.3,0.000848633
124.108,3150,4.0,0.2286,71.3,0.00400603
125.824,4000,0.0,0.2286,71.3,0.00214345
132.086,1250,8.4,0.0508,71.3,0.00529514
122.365,1600,0.0,0.3048,31.7,0.00331266
115.969,5000,4.0,0.2286,31.7,0.00509068
136.414,400,12.3,0.1016,55.5,0.0368233
128.86700000000002,630,12.7,0.0254,39.6,0.013025299999999998
122.17,2500,11.2,0.0508,39.6,0.015047799999999997
129.964,630,4.0,0.2286,55.5,0.0042862
128.67700000000002,1250,2.0,0.2286,31.7,0.00372371
112.139,10000,0.0,0.3048,39.6,0.00310138
138.423,630,8.9,0.1016,71.3,0.0103088
118.267,5000,2.0,0.2286,31.7,0.00372371
116.924,250,9.5,0.0254,39.6,0.00449821
128.929,630,7.3,0.2286,39.6,0.0123481
118.106,4000,8.4,0.0508,31.7,0.00580776
130.46,1600,5.3,0.2286,71.3,0.0051942
126.201,800,0.0,0.3048,71.3,0.00266337
130.34,6300,0.0,0.0508,31.7,0.000812164
121.165,1250,12.3,0.1016,39.6,0.0408268
127.122,800,1.5,0.3048,71.3,0.00336729
126.944,10000,4.8,0.0254,55.5,0.000873218
122.779,315,0.0,0.3048,39.6,0.00310138
119.67,3150,11.2,0.0508,39.6,0.015047799999999997
130.4,1000,15.4,0.0508,55.5,0.0271925
111.076,12500,0.0,0.3048,55.5,0.00283081
137.026,630,22.2,0.0254,39.6,0.0229028
123.354,1600,7.3,0.2286,55.5,0.0111706
131.755,800,4.0,0.3048,71.3,0.00497773
158.72449999999998,6300,10.319798945796471,0.18518326798685072,36.20120974939474,0.03898910671489256
158.72449999999998,6300,11.397523672895428,0.16968843323120159,37.80762962563659,0.04816890159274691
157.3725,6300,12.314923992996754,0.10412712948078359,39.6,0.04170156984950471
157.72449999999998,6300,11.08266675524372,0.1524,35.16039532089829,0.03979148558079227
158.442,6300,12.42309226328109,0.12244362324893107,48.97611004610228,0.045681019265707175
157.3725,6300,12.473745661036329,0.13102093193548506,39.6,0.05101090192164444
158.7995,6300,11.686842800592135,0.1655287884141282,39.6,0.050474895715516166
157.3725,6300,12.469860679962716,0.13036307514035328,39.6,0.05078318375601462
158.442,6300,12.501160782781966,0.13566322588441287,44.83847851255581,0.05129882992899027
161.64,2080,12.6,0.1524,39.6,0.05841130000000001
108.56646263358304,2986,12.375363376632736,0.11436153177647637,33.68456891799534,0.046029553956619694
162.0335,2711,12.502579846579692,0.1359035206874947,37.034602626598584,0.05304159856362611
108.56646263358304,2739,12.489687696927227,0.13372045001301042,36.69510935241697,0.05233099616693182
162.789,2659,11.27686258815048,0.1524,39.6,0.046326755233225395
108.63422731644022,2028,12.317158372913259,0.10450548447997828,32.151837153382445,0.04282135235660584
162.327,2168,14.589076972555834,0.11871829659805455,39.6,0.05472315347748698
161.64,2195,12.6,0.1524,39.6,0.05841130000000001
108.85000707155125,2406,13.161452992224234,0.14289272933166966,39.6,0.057370253861817835
163.17950000000002,5000,9.970844335093657,0.15090046157385095,54.79746034365457,0.021464626619509486
109.05346383653566,5000,7.8934157384393355,0.21352724024364086,31.7,0.01666253496231358
107.8809379808316,5000,12.3,0.1016,32.932289096914666,0.04171200192343746
163.17950000000002,5000,11.72545016777277,0.11376130478214305,37.397619169586704,0.03684067618273472
109.55083257303433,5000,10.197352359035293,0.14610604173375297,52.551255772900014,0.023449573060316028
163.154,5000,12.3,0.1016,33.08410780778322,0.041581779500955325
107.8809379808316,5000,12.3,0.1016,35.58858887636765,0.04135935290967919
163.154,5000,12.3,0.1016,40.32830029125101,0.04004397136296271
162.6615,5000,8.626388401139064,0.19490973461106778,31.7,0.020856369987029357
161.2765,6300,12.45545403302172,0.1279235495916779,56.02630948929507,0.04470750266234321
163.3035,6300,11.444541492575716,0.1524,71.3,0.0358986581630661
109.36772711568518,6300,11.268108945959783,0.17154907515431406,67.3294568577669,0.03898127872270942
108.89494186073202,6300,11.575315472896067,0.1524,65.30369795250292,0.037889886741832614
161.2765,6300,12.5982464763267,0.15210306999132145,71.11471099852146,0.04827212561952767
161.2765,6300,12.574823432271888,0.1481367678647064,68.63967601006284,0.04768740055542466
109.36772711568518,6300,9.210839276051946,0.20112717871034752,61.19646425690957,0.024562807200138172
162.346,6300,12.453783673531195,0.12764070205128214,63.59927347264287,0.042714547488082
107.63335863501015,6300,12.554195494303034,0.14464377036864706,66.45999056468723,0.047172451587949506
163.3295,6300,9.434344105736573,0.17438765971429104,35.07226368706378,0.02503153396329153
163.40449999999998,6300,9.47618607940834,0.17332487358302814,39.6,0.02474309009992926
162.3295,6300,11.756345396960642,0.11310735576433312,37.810470264995445,0.03730475630648464
109.32028192652075,6300,10.503113087658566,0.14724092757347246,36.76091867850053,0.030922503090127
163.047,6300,12.3,0.1016,45.70028452926171,0.03929079439541514
162.3295,6300,11.733910715157656,0.11358222319582964,37.73662277072728,0.03715941415520241
105.63233553331914,6300,12.385876268323374,0.11614171476942448,39.6,0.04586043746777451
163.3295,6300,9.432723637505871,0.17442881960735088,35.06970334725928,0.025022602072041364
109.32028192652075,6300,11.751405924529665,0.11553428951694653,38.73322136075687,0.03780299334353355
164.041,5000,12.342278170274763,0.1087591034998597,57.72665030113747,0.03844292033233244
163.60150000000002,5000,11.652896174362798,0.1524,60.180299528629895,0.03955234830137898
164.041,5000,12.544866660850982,0.14306408790409963,68.39631080481838,0.04620381528831999
109.9880069439395,5000,12.390459261144487,0.11691776822046648,60.26418775360965,0.04028867368209711
109.56256213241836,5000,12.235668374405346,0.1524,67.02247684024054,0.04494473946837267
164.06650000000002,5000,10.815284960844439,0.1524,60.856111993089684,0.030156688878820195
109.56256213241836,5000,12.548099105371325,0.1524,70.69064505195222,0.04783566102200087
