HousValue,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
18.8,0.098,0.0,25.65,0,0.581,5.879,95.8,2.006,2,188,19.1,379.379,17.58
33.4,0.075,33.0,2.18,0,0.47200000000000003,7.42,71.9,3.0989999999999998,7,222,18.4,396.898,6.47
18.5,0.191,22.0,5.86,0,0.431,5.605,70.2,7.955,7,330,19.1,389.129,18.46
19.6,0.10300000000000001,25.0,5.13,0,0.45299999999999996,5.9270000000000005,47.2,6.932,8,284,19.7,396.898,9.22
33.2,0.105,40.0,6.41,1,0.447,7.267,49.0,4.787,4,254,17.6,389.25,6.05
13.1,8.717,0.0,18.1,0,0.693,6.471,98.8,1.726,24,666,20.2,391.97900000000004,17.12
7.5,10.834000000000001,0.0,18.1,0,0.679,6.782,90.8,1.819,24,666,20.2,21.57,25.79
13.6,0.106,0.0,27.74,0,0.609,5.983,98.8,1.868,4,711,20.1,390.10900000000004,18.07
17.4,1.207,0.0,19.58,0,0.605,5.875,94.6,2.426,5,403,14.7,292.289,14.43
8.4,11.812000000000001,0.0,18.1,0,0.718,6.824,76.5,1.794,24,666,20.2,48.45,22.74
35.4,0.013000000000000001,90.0,1.22,0,0.40299999999999997,7.249,21.9,8.697000000000001,5,226,17.9,395.93,4.81
24.0,0.33,0.0,6.2,0,0.507,6.086,61.5,3.6519999999999997,8,307,17.4,376.75,10.88
13.4,3.321,0.0,19.58,1,0.871,5.403,100.0,1.3219999999999998,5,403,14.7,396.898,26.82
26.2,0.191,22.0,5.86,0,0.431,6.718,17.5,7.8260000000000005,7,330,19.1,393.73800000000006,6.56
7.2,18.085,0.0,18.1,0,0.679,6.434,100.0,1.835,24,666,20.2,27.25,29.05
13.1,23.648000000000003,0.0,18.1,0,0.6709999999999999,6.38,96.2,1.386,24,666,20.2,396.898,23.69
24.5,0.28,0.0,9.69,0,0.585,5.926,42.6,2.3819999999999997,6,391,19.2,396.898,13.59
37.2,0.057999999999999996,0.0,2.46,0,0.488,6.98,58.4,2.8289999999999997,3,193,17.8,396.898,5.04
25.0,0.054000000000000006,21.0,5.64,0,0.439,6.511,21.1,6.815,4,243,16.8,396.898,5.28
24.1,0.079,0.0,12.83,0,0.43700000000000006,6.273,6.0,4.251,5,398,18.7,394.92,6.78
16.6,0.672,0.0,8.14,0,0.5379999999999999,5.813,90.3,4.6819999999999995,4,307,21.0,376.879,14.81
32.9,0.018000000000000002,95.0,1.47,0,0.40299999999999997,7.135,13.9,7.653,3,402,17.0,384.29900000000004,4.45
36.2,0.069,0.0,2.18,0,0.45799999999999996,7.147,54.2,6.062,3,222,18.7,396.898,5.33
11.0,7.367000000000001,0.0,18.1,0,0.679,6.193,78.1,1.936,24,666,20.2,96.73,21.52
7.2,16.812,0.0,18.1,0,0.7,5.277,98.1,1.426,24,666,20.2,396.898,30.81
22.8,0.493,0.0,9.9,0,0.544,6.635,82.5,3.3169999999999997,4,304,18.4,396.898,4.54
28.7,0.03,0.0,2.18,0,0.45799999999999996,6.43,58.7,6.062,3,222,18.7,394.119,5.21
14.4,1.629,0.0,21.89,0,0.624,5.019,100.0,1.439,4,437,21.2,396.898,34.41
24.4,0.115,20.0,6.96,0,0.46399999999999997,6.537999999999999,58.7,3.917,3,223,18.6,394.959,7.73
18.1,0.5579999999999999,0.0,21.89,0,0.624,6.335,98.2,2.1109999999999998,4,437,21.2,394.67,16.96
22.5,0.065,70.0,2.24,0,0.4,6.345,20.1,7.827999999999999,5,358,14.8,368.23800000000006,4.97
20.5,0.09300000000000001,0.0,25.65,0,0.581,5.961,92.9,2.0869999999999997,2,188,19.1,378.09,17.93
15.2,1.232,0.0,8.14,0,0.5379999999999999,6.142,91.7,3.977,4,307,21.0,396.898,18.72
17.4,0.136,12.5,6.07,0,0.409,5.593999999999999,36.8,6.497999999999999,4,345,18.9,396.898,13.09
13.6,1.252,0.0,8.14,0,0.5379999999999999,5.57,98.1,3.798,4,307,21.0,376.56800000000004,21.02
8.7,15.177,0.0,18.1,0,0.74,6.152,100.0,1.9140000000000001,24,666,20.2,9.32,26.45
18.2,0.638,0.0,8.14,0,0.5379999999999999,6.096,84.5,4.462,4,307,21.0,380.02,10.26
35.4,0.037000000000000005,20.0,3.33,0,0.44299999999999995,6.968,37.2,5.245,5,216,14.9,392.22900000000004,4.59
31.7,0.46299999999999997,0.0,6.2,0,0.504,7.412000000000001,76.9,3.6710000000000003,8,307,17.4,376.139,5.25
33.0,0.02,17.5,1.38,0,0.41600000000000004,7.104,59.5,9.222999999999999,3,216,18.6,393.23800000000006,8.05
22.2,0.24100000000000002,0.0,7.38,0,0.493,6.082999999999999,43.7,5.416,5,287,19.6,396.898,12.79
20.4,0.35100000000000003,0.0,7.38,0,0.493,6.041,49.9,4.721,5,287,19.6,396.898,7.7
23.9,0.045,25.0,4.86,0,0.426,6.619,70.4,5.401,4,281,19.0,395.629,7.22
25.0,4.542,0.0,18.1,0,0.77,6.398,88.0,2.5180000000000002,24,666,20.2,374.559,7.79
12.7,13.36,0.0,18.1,0,0.693,5.8870000000000005,94.7,1.7819999999999998,24,666,20.2,396.898,16.35
29.1,0.013999999999999999,60.0,2.93,0,0.401,6.604,18.8,6.22,1,265,15.6,376.699,4.38
12.0,15.023,0.0,18.1,0,0.614,5.303999999999999,97.3,2.101,24,666,20.2,349.47900000000004,24.91
17.7,3.693,0.0,18.1,0,0.713,6.376,88.4,2.5669999999999997,24,666,20.2,391.43,14.65
27.0,1.273,0.0,19.58,1,0.605,6.25,92.6,1.798,5,403,14.7,338.92,5.5
20.6,2.379,0.0,18.1,0,0.583,5.871,41.9,3.7239999999999998,24,666,20.2,370.72900000000004,13.34
10.2,17.867,0.0,18.1,0,0.6709999999999999,6.223,100.0,1.386,24,666,20.2,393.73800000000006,21.78
17.5,0.17800000000000002,0.0,9.69,0,0.585,5.569,73.5,2.4,6,391,19.2,395.77,15.1
19.7,0.29,0.0,9.69,0,0.585,5.39,72.9,2.799,6,391,19.2,396.898,21.14
29.8,4.647,0.0,18.1,0,0.614,6.98,67.6,2.533,24,666,20.2,374.68,11.66
20.5,0.043,21.0,5.64,0,0.439,6.115,63.0,6.815,4,243,16.8,393.969,9.43
14.9,7.752000000000001,0.0,18.1,0,0.713,6.301,83.7,2.783,24,666,20.2,272.209,16.23
10.9,37.662,0.0,18.1,0,0.679,6.202000000000001,78.7,1.8630000000000002,24,666,20.2,18.82,14.52
19.5,0.034,0.0,5.19,0,0.515,5.869,46.3,5.231,5,224,20.2,396.898,9.8
22.7,2.242,0.0,19.58,0,0.605,5.854,91.8,2.4219999999999997,5,403,14.7,395.10900000000004,11.64
19.5,0.171,0.0,8.56,0,0.52,5.836,91.9,2.211,5,384,20.9,395.67,18.66
24.6,0.192,0.0,7.38,0,0.493,6.431,14.7,5.416,5,287,19.6,393.68,5.08
25.0,0.126,25.0,5.13,0,0.45299999999999996,6.7620000000000005,43.4,7.981,8,284,19.7,395.57800000000003,9.5
24.5,0.015,80.0,2.01,0,0.435,6.635,29.7,8.344,4,280,17.0,390.939,5.99
50.0,0.055999999999999994,0.0,2.46,0,0.488,7.831,53.6,3.199,3,193,17.8,392.629,4.45
14.3,5.581,0.0,18.1,0,0.713,6.436,87.9,2.316,24,666,20.2,100.19,16.22
11.8,10.672,0.0,18.1,0,0.74,6.459,94.8,1.9880000000000002,24,666,20.2,43.06,23.98
31.0,0.825,20.0,3.97,0,0.647,7.327000000000001,94.5,2.079,5,264,13.0,393.42,11.25
28.7,0.053,0.0,3.41,0,0.489,7.079,63.1,3.4139999999999997,2,270,17.8,396.059,5.7
16.2,0.254,0.0,9.9,0,0.544,5.705,77.7,3.945,4,304,18.4,396.42,11.5
43.5,0.54,20.0,3.97,0,0.575,7.47,52.6,2.872,5,264,13.0,390.29900000000004,3.16
25.0,0.028999999999999998,28.0,15.04,0,0.46399999999999997,6.211,28.9,3.6660000000000004,4,270,18.2,396.32800000000003,6.21
22.0,0.035,34.0,6.09,0,0.433,6.59,40.4,5.492000000000001,7,329,16.1,395.75,9.5
19.9,3.1639999999999997,0.0,18.1,0,0.655,5.7589999999999995,48.2,3.0660000000000003,24,666,20.2,334.398,14.13
22.1,0.79,0.0,9.9,0,0.544,6.122000000000001,52.8,2.64,4,304,18.4,396.898,5.98
46.0,0.061,20.0,3.33,1,0.44299999999999995,7.645,49.7,5.212000000000001,5,216,14.9,377.06800000000004,3.01
22.9,0.042,28.0,15.04,0,0.46399999999999997,6.442,53.6,3.6660000000000004,4,270,18.2,395.01,8.16
20.2,0.8029999999999999,0.0,8.14,0,0.5379999999999999,5.456,36.6,3.7960000000000003,4,307,21.0,288.988,11.69
43.1,0.534,20.0,3.97,0,0.647,7.52,89.4,2.14,5,264,13.0,388.369,7.26
34.6,0.038,80.0,1.52,0,0.40399999999999997,7.274,38.3,7.309,2,329,12.6,392.199,6.62
13.8,2.379,0.0,19.58,0,0.871,6.13,100.0,1.419,5,403,14.7,172.90900000000002,27.8
24.3,1.3430000000000002,0.0,19.58,0,0.605,6.066,100.0,1.757,5,403,14.7,353.889,6.43
21.5,1.6569999999999998,0.0,19.58,0,0.871,6.122000000000001,97.3,1.618,5,403,14.7,372.79900000000004,14.1
24.4,0.14,22.0,5.86,0,0.431,6.487,13.0,7.397,7,330,19.1,396.279,5.9
21.2,3.674,0.0,18.1,0,0.583,6.312,51.9,3.992,24,666,20.2,388.619,10.58
23.8,1.8,0.0,19.58,0,0.605,5.877000000000001,79.2,2.426,5,403,14.7,227.609,12.14
26.6,0.057,0.0,4.49,0,0.449,6.63,56.1,4.438,3,247,18.5,392.29900000000004,6.53
25.1,0.521,0.0,6.2,1,0.507,6.631,76.5,4.148,8,307,17.4,388.449,9.54
9.6,14.421,0.0,18.1,0,0.74,6.461,93.3,2.003,24,666,20.2,27.49,18.05
19.4,0.044000000000000004,80.0,3.37,0,0.39799999999999996,5.787000000000001,31.1,6.611000000000001,4,337,16.1,396.898,10.24
19.4,0.262,0.0,9.9,0,0.544,6.023,90.4,2.8339999999999996,4,304,18.4,396.29900000000004,11.72
9.5,9.339,0.0,18.1,0,0.679,6.38,95.6,1.9680000000000002,24,666,20.2,60.72,24.08
14.0,0.29100000000000004,0.0,21.89,0,0.624,6.1739999999999995,93.6,1.6119999999999999,4,437,21.2,388.07800000000003,24.16
26.5,0.114,0.0,8.56,0,0.52,6.781000000000001,71.3,2.8560000000000003,5,384,20.9,395.57800000000003,7.67
13.8,8.645,0.0,18.1,0,0.693,6.193,92.6,1.791,24,666,20.2,396.898,15.17
34.7,0.027000000000000003,0.0,7.07,0,0.469,7.185,61.1,4.967,2,242,17.8,392.82800000000003,4.03
16.3,28.656,0.0,18.1,0,0.597,5.155,100.0,1.589,24,666,20.2,210.97,20.08
21.7,0.408,0.0,6.2,1,0.507,6.164,91.3,3.048,8,307,17.4,395.23800000000006,21.46
17.5,0.784,0.0,8.14,0,0.5379999999999999,5.99,81.7,4.258,4,307,21.0,386.75,14.67
15.6,2.155,0.0,19.58,0,0.871,5.627999999999999,100.0,1.517,5,403,14.7,169.27,16.65
20.9,0.035,80.0,3.64,0,0.392,5.876,19.1,9.22,1,315,16.4,395.18,9.25
21.7,3.85,0.0,18.1,1,0.77,6.395,91.0,2.505,24,666,20.2,391.34,13.27
12.7,1.131,0.0,8.14,0,0.5379999999999999,5.712999999999999,94.1,4.2330000000000005,4,307,21.0,360.17,22.6
18.5,0.142,0.0,10.01,0,0.547,6.254,84.2,2.256,6,432,17.8,388.73800000000006,10.45
23.7,0.08199999999999999,30.0,4.93,0,0.428,6.481,18.5,6.19,6,300,16.6,379.408,6.36
19.3,0.212,0.0,8.56,0,0.52,6.1370000000000005,87.4,2.715,5,384,20.9,394.469,13.44
12.7,4.669,0.0,18.1,0,0.713,5.976,87.9,2.5810000000000004,24,666,20.2,10.48,19.01
21.6,0.26899999999999996,0.0,9.9,0,0.544,6.266,82.8,3.263,4,304,18.4,393.389,7.9
23.2,0.07,0.0,4.05,0,0.51,6.02,47.2,3.555,5,296,16.6,393.22900000000004,10.11
29.6,0.08199999999999999,22.0,5.86,0,0.431,6.957000000000001,6.8,8.907,7,330,19.1,386.09,3.53
21.2,0.132,0.0,10.01,0,0.547,6.176,72.5,2.73,6,432,17.8,393.29900000000004,12.04
23.8,2.3,0.0,19.58,0,0.605,6.319,96.1,2.1,5,403,14.7,297.09,11.1
17.1,9.724,0.0,18.1,0,0.74,6.406000000000001,97.2,2.065,24,666,20.2,385.959,19.52
22.0,0.069,0.0,25.65,0,0.581,5.87,69.7,2.258,2,188,19.1,389.148,14.37
36.5,0.55,20.0,3.97,0,0.647,7.206,91.6,1.93,5,264,13.0,387.889,8.1
18.8,0.12300000000000001,0.0,10.01,0,0.547,5.912999999999999,92.9,2.353,6,432,17.8,394.949,16.21
21.9,3.4739999999999998,0.0,18.1,1,0.718,8.78,82.9,1.905,24,666,20.2,354.54900000000004,5.29
23.1,0.019,85.0,4.15,0,0.429,6.516,27.7,8.535,4,351,17.9,392.43,6.36
20.2,5.821000000000001,0.0,18.1,0,0.713,6.513,89.9,2.802,24,666,20.2,393.81800000000004,10.29
17.4,0.32299999999999995,0.0,21.89,0,0.624,5.942,93.5,1.9669999999999999,4,437,21.2,378.25,16.9
37.0,0.091,45.0,3.44,0,0.43700000000000006,6.9510000000000005,21.5,6.48,5,398,15.2,377.68,5.1
24.1,0.079,60.0,1.69,0,0.41100000000000003,6.579,35.9,10.71,4,411,18.3,370.779,5.49
36.2,0.069,0.0,2.46,0,0.488,6.144,62.2,2.5980000000000003,3,193,17.8,396.898,9.45
15.7,0.387,0.0,25.65,0,0.581,5.6129999999999995,95.6,1.757,2,188,19.1,359.289,27.26
32.2,0.009000000000000001,90.0,2.97,0,0.4,7.087999999999999,20.8,7.307,1,285,15.3,394.719,7.85
13.5,1.6130000000000002,0.0,8.14,0,0.5379999999999999,6.096,96.9,3.76,4,307,21.0,248.31,20.34
