ConcreteCompressiveStrength,Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Age
47.71,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14
34.9,388.6,97.1,0.0,157.9,12.1,852.1,925.7,7
33.73,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14
54.9,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56
55.06,342.0,38.0,0.0,228.0,0.0,932.0,670.0,270
57.22,321.3,164.2,0.0,190.5,4.6,870.0,774.0,28
36.35,152.0,178.0,139.0,168.0,18.0,944.0,695.0,28
31.18,322.0,0.0,116.0,196.0,10.0,818.0,813.0,28
26.4,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,28
39.94,295.7,0.0,95.6,171.5,8.9,955.1,859.2,28
32.11,424.0,22.0,132.0,168.0,8.9,822.0,750.0,3
73.3,439.0,177.0,0.0,186.0,11.1,884.9,707.9,91
39.0,331.0,0.0,0.0,192.0,0.0,978.0,825.0,180
12.45,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,3
27.94,181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28
30.45,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3
33.8,255.3,98.8,77.0,188.6,6.5,919.0,749.3,28
56.14,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56
34.2,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56
40.6,389.9,189.0,0.0,145.9,22.0,944.7,755.8,3
54.6,305.3,203.5,0.0,203.5,0.0,965.4,631.0,90
32.53,183.9,122.6,0.0,203.5,0.0,959.2,800.0,90
24.54,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28
41.68,203.5,305.3,0.0,203.5,0.0,963.4,630.0,28
12.18,151.6,0.0,111.9,184.4,7.9,992.0,815.9,28
24.0,382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7
19.69,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28
49.25,200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28
10.22,255.0,0.0,0.0,192.0,0.0,889.8,945.0,7
28.99,155.0,184.0,143.0,194.0,9.0,880.0,699.0,28
42.64,298.0,0.0,107.0,186.0,6.0,879.0,815.0,28
13.29,134.7,0.0,165.7,180.2,10.0,961.0,804.9,28
40.66,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90
33.02,332.5,142.5,0.0,228.0,0.0,932.0,594.0,28
42.33,190.0,190.0,0.0,228.0,0.0,932.0,670.0,90
46.68,387.0,20.0,94.0,157.0,11.6,938.0,845.0,28
79.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91
66.0,439.0,177.0,0.0,186.0,11.1,884.9,707.9,28
39.38,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120
17.96,148.1,0.0,136.6,158.1,16.1,1001.8,830.1,28
15.62,333.0,0.0,0.0,192.0,0.0,931.2,842.6,3
31.03,133.0,210.0,0.0,196.0,3.0,949.0,795.0,28
78.8,451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28
10.54,145.0,0.0,179.0,202.0,8.0,824.0,869.0,28
66.7,425.0,106.3,0.0,151.4,18.6,936.0,803.7,91
19.54,203.5,305.3,0.0,203.5,0.0,963.4,630.0,7
13.2,145.0,0.0,134.0,181.0,11.0,979.0,812.0,28
31.97,333.0,0.0,0.0,192.0,0.0,931.2,842.6,28
13.46,151.0,0.0,185.0,167.0,16.0,1074.0,678.0,28
36.96,250.2,166.8,0.0,203.5,0.0,977.6,694.1,28
35.34,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,56
41.05,332.5,142.5,0.0,228.0,0.0,932.0,594.0,365
42.64,298.1,0.0,107.0,186.4,6.1,879.0,815.2,28
39.58,393.0,0.0,0.0,192.0,0.0,940.0,758.0,28
37.91,166.0,260.0,0.0,183.0,13.0,859.0,827.0,28
10.35,122.6,183.9,0.0,203.5,0.0,958.2,800.1,7
47.22,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90
37.17,272.8,105.1,81.8,209.7,9.0,904.0,679.7,28
39.45,160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28
39.3,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7
58.8,531.3,0.0,0.0,141.8,28.2,852.1,893.7,56
56.83,528.0,0.0,0.0,185.0,6.9,920.0,720.0,28
40.27,332.5,142.5,0.0,228.0,0.0,932.0,594.0,270
20.97,339.0,0.0,0.0,197.0,0.0,968.0,781.0,7
33.4,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3
52.2,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28
64.9,425.0,106.3,0.0,151.4,18.6,936.0,803.7,56
49.97,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100
82.6,389.9,189.0,0.0,145.9,22.0,944.7,755.8,91
52.5,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28
33.61,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28
31.81,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14
26.15,143.8,136.3,106.2,178.1,7.5,941.5,774.3,28
36.3,425.0,106.3,0.0,151.4,18.6,936.0,803.7,3
59.8,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28
76.24,275.0,180.0,120.0,162.0,10.4,830.0,765.0,28
27.87,133.0,200.0,0.0,192.0,0.0,927.4,839.2,28
55.9,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7
47.03,266.0,114.0,0.0,228.0,0.0,932.0,670.0,90
16.88,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14
56.34,387.0,20.0,94.0,157.0,14.3,938.0,845.0,56
48.15,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100
38.7,316.1,210.7,0.0,185.7,0.0,977.0,689.3,28
33.69,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28
39.09,397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28
24.66,250.0,0.0,95.7,191.8,5.3,948.9,857.2,14
45.85,266.0,114.0,0.0,228.0,0.0,932.0,670.0,28
16.28,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3
41.93,475.0,0.0,0.0,228.0,0.0,932.0,594.0,365
30.44,200.0,133.0,0.0,192.0,0.0,965.4,806.2,28
33.69,310.0,143.0,111.0,168.0,22.0,914.0,651.0,28
61.46,387.0,20.0,94.0,157.0,11.6,938.0,845.0,56
47.82,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100
28.3,323.7,282.8,0.0,183.8,10.3,942.7,659.9,3
39.46,159.8,250.0,0.0,168.4,12.2,1049.3,688.2,28
79.4,389.9,189.0,0.0,145.9,22.0,944.7,755.8,56
24.44,316.1,210.7,0.0,185.7,0.0,977.0,689.3,7
56.4,531.3,0.0,0.0,141.8,28.2,852.1,893.7,28
30.65,162.0,214.0,164.0,202.0,10.0,820.0,680.0,28
25.1,313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28
29.55,491.0,26.0,123.0,201.0,3.9,822.0,699.0,3
34.74,290.4,0.0,96.2,168.1,9.4,961.2,865.0,28
3.32,122.6,183.9,0.0,203.5,0.0,958.2,800.1,3
21.75,302.0,0.0,0.0,203.0,0.0,974.0,817.0,28
33.0,212.0,141.3,0.0,203.5,0.0,973.4,750.0,28
46.39,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,28
74.17,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270
22.44,281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28
25.2,318.8,212.5,0.0,155.7,14.3,852.1,880.4,3
44.3,238.1,0.0,94.1,186.7,7.0,949.9,847.0,100
12.55,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3
51.02,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28
38.21,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28
28.94,133.1,210.2,0.0,195.7,3.1,949.4,795.3,28
24.34,154.0,174.0,185.0,228.0,7.0,845.0,612.0,28
40.68,326.0,0.0,138.0,199.0,11.0,801.0,792.0,28
35.75,359.0,19.0,141.0,154.0,10.9,942.0,801.0,7
42.92,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100
8.2,255.0,0.0,0.0,192.0,0.0,889.8,945.0,3
38.61,359.0,19.0,141.0,154.0,10.9,942.0,801.0,7
34.68,310.0,0.0,0.0,192.0,0.0,970.0,850.0,90
39.78,332.5,142.5,0.0,228.0,0.0,932.0,594.0,180
25.97,277.0,0.0,0.0,191.0,0.0,968.0,856.0,28
25.12,359.0,19.0,141.0,154.0,10.9,942.0,801.0,3
31.38,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28
65.91,366.0,187.0,0.0,191.0,7.0,824.0,757.0,28
13.33,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3
31.72,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56
18.42,236.0,0.0,0.0,194.0,0.0,968.0,885.0,28
36.84,387.0,20.0,94.0,157.0,14.3,938.0,845.0,7
12.64,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1
41.94,287.0,121.0,94.0,188.0,9.0,904.0,696.0,28
28.68,249.1,0.0,98.8,158.1,12.8,987.8,889.0,14
35.17,339.0,0.0,0.0,197.0,0.0,968.0,781.0,90
45.08,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56
21.02,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3
55.25,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56
28.47,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,28
33.54,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100
20.92,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,14
15.75,166.8,250.2,0.0,203.5,0.0,975.6,692.6,7
10.39,141.3,212.0,0.0,203.5,0.0,971.8,748.5,7
45.3,310.0,143.0,0.0,168.0,10.0,914.0,804.0,28
31.35,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,56
21.16,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7
8.54,158.4,0.0,194.9,219.7,11.0,897.7,712.9,28
16.11,288.0,192.0,0.0,192.0,0.0,932.0,717.8,3
48.28,277.1,0.0,97.4,160.6,11.8,973.9,875.6,28
40.76,380.0,95.0,0.0,228.0,0.0,932.0,594.0,180
34.57,480.0,0.0,0.0,192.0,0.0,936.2,712.2,7
25.89,305.3,203.5,0.0,203.5,0.0,965.4,631.0,7
29.39,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90
42.62,475.0,0.0,0.0,228.0,0.0,932.0,594.0,180
54.77,446.0,24.0,79.0,162.0,10.3,967.0,712.0,56
18.2,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28
22.95,295.7,0.0,95.6,171.5,8.9,955.1,859.2,3
7.72,108.3,162.4,0.0,203.5,0.0,938.2,849.0,7
37.43,150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28
38.46,313.8,0.0,112.6,169.9,10.1,925.3,782.9,28
55.02,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100
32.84,160.0,188.0,146.0,203.0,11.0,829.0,710.0,28
39.32,192.0,288.0,0.0,192.0,0.0,929.8,716.1,28
77.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56
32.77,159.1,186.7,0.0,175.6,11.3,989.6,788.9,28
79.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91
24.29,122.6,183.9,0.0,203.5,0.0,958.2,800.1,28
54.38,304.0,76.0,0.0,228.0,0.0,932.0,670.0,270
23.14,277.1,0.0,97.4,160.6,11.8,973.9,875.6,3
37.27,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56
25.18,295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28
68.75,359.0,19.0,141.0,154.0,10.9,942.0,801.0,56
9.69,157.0,236.0,0.0,192.0,0.0,935.4,781.2,3
37.23,331.0,0.0,0.0,192.0,0.0,978.0,825.0,90
49.8,323.7,282.8,0.0,183.8,10.3,942.7,659.9,7
37.42,382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28
8.54,158.0,0.0,195.0,220.0,11.0,898.0,713.0,28
53.9,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100
43.01,427.5,47.5,0.0,228.0,0.0,932.0,594.0,270
24.92,250.0,0.0,95.7,187.4,5.5,956.9,861.2,14
30.57,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28
17.28,102.0,153.0,0.0,192.0,0.0,887.0,942.0,28
24.39,480.0,0.0,0.0,192.0,0.0,936.0,721.0,3
13.57,236.0,157.0,0.0,192.0,0.0,972.6,749.1,3
37.27,194.7,0.0,100.5,170.2,7.5,998.0,901.8,28
38.77,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14
17.2,193.5,290.2,0.0,185.7,0.0,998.2,704.3,7
32.72,145.9,230.5,0.0,202.5,3.4,827.0,871.8,28
36.44,139.9,132.6,103.3,200.3,7.4,916.0,753.4,28
18.03,164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28
38.02,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7
68.3,475.0,118.8,0.0,181.1,8.9,852.1,781.5,28
18.13,350.0,0.0,0.0,203.0,0.0,974.0,775.0,7
29.45,222.4,0.0,96.7,189.3,4.5,967.1,870.3,56
39.36,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90
45.3,310.0,142.8,0.0,167.9,10.0,914.3,804.0,28
25.42,239.6,359.4,0.0,185.7,0.0,941.6,664.3,7
61.07,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56
18.02,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3
17.37,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3
12.37,181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7
55.9,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7
38.2,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28
44.21,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180
15.09,164.0,0.0,200.0,181.0,13.0,849.0,846.0,28
71.99,485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28
48.59,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56
38.46,314.0,0.0,113.0,170.0,10.0,925.0,783.0,28
32.24,273.0,0.0,90.0,199.0,11.0,931.0,762.0,28
23.84,299.8,0.0,119.8,211.5,9.9,878.2,727.6,28
11.85,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3
48.67,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100
35.23,140.0,164.0,128.0,237.0,6.0,869.0,656.0,28
43.58,277.0,116.8,91.0,190.6,7.0,946.5,665.6,28
23.79,155.0,183.0,0.0,193.0,9.0,877.0,868.0,28
29.0,375.0,93.8,0.0,126.6,23.4,852.1,992.6,3
40.39,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100
7.51,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7
31.35,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14
64.02,505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28
38.0,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7
37.27,321.4,0.0,127.9,182.5,11.5,870.1,779.7,28
52.43,322.5,148.6,0.0,185.8,8.5,951.0,709.5,28
47.4,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28
44.09,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28
36.8,313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28
24.45,222.4,0.0,96.7,189.3,4.5,967.1,870.3,14
27.77,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28
27.04,339.0,0.0,0.0,197.0,0.0,968.0,781.0,14
6.81,212.0,141.3,0.0,203.5,0.0,973.4,750.0,3
53.39,446.0,24.0,79.0,162.0,10.3,967.0,712.0,28
43.7,400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28
51.73,266.0,114.0,0.0,228.0,0.0,932.0,670.0,270
29.59,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14
27.68,159.0,149.0,116.0,175.0,15.0,953.0,720.0,28
14.99,310.0,0.0,0.0,192.0,0.0,970.0,850.0,7
39.7,212.0,141.3,0.0,203.5,0.0,973.4,750.0,90
14.31,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3
19.99,147.0,115.0,89.0,202.0,9.0,860.0,829.0,28
6.27,385.0,0.0,0.0,186.0,0.0,966.0,763.0,1
38.7,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120
51.04,277.1,0.0,97.4,160.6,11.8,973.9,875.6,56
18.28,155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28
71.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28
42.13,475.0,0.0,0.0,228.0,0.0,932.0,594.0,270
39.49,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90
26.05,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14
9.13,198.6,132.4,0.0,192.0,0.0,978.4,825.5,3
24.28,194.7,0.0,100.5,170.2,7.5,998.0,901.8,14
30.14,400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7
15.34,144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28
13.2,144.8,0.0,133.6,180.8,11.1,979.5,811.5,28
62.05,424.0,22.0,132.0,178.0,8.5,822.0,750.0,28
45.37,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100
31.27,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28
15.05,349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3
36.97,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56
23.52,149.0,118.0,92.0,183.0,7.0,953.0,780.0,28
52.45,312.9,160.5,0.0,177.6,9.6,916.6,759.5,28
7.75,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,3
29.72,143.0,169.0,143.0,191.0,8.0,967.0,643.0,28
24.43,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14
27.63,254.0,0.0,0.0,198.0,0.0,968.0,863.0,180
79.99,540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28
19.01,152.7,144.7,0.0,178.1,8.0,999.7,822.2,28
21.65,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28
51.06,249.1,0.0,98.8,158.1,12.8,987.8,889.0,100
44.7,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360
26.2,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28
39.27,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56
38.89,339.0,0.0,0.0,197.0,0.0,968.0,781.0,365
31.9,339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28
38.8,288.0,192.0,0.0,192.0,0.0,932.0,717.8,28
7.4,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3
41.64,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3
41.24,331.0,0.0,0.0,192.0,0.0,978.0,825.0,360
25.69,238.1,0.0,94.1,186.7,7.0,949.9,847.0,14
42.55,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56
59.89,337.9,189.0,0.0,174.9,9.5,944.7,755.8,56
26.06,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3
12.54,307.0,0.0,0.0,193.0,0.0,968.0,812.0,3
43.94,480.0,0.0,0.0,192.0,0.0,936.2,712.2,28
49.77,259.9,100.6,78.4,170.6,10.4,935.7,762.9,28
26.23,153.0,145.0,113.0,178.0,8.0,867.0,824.0,28
19.35,250.2,166.8,0.0,203.5,0.0,977.6,694.1,7
9.62,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7
39.59,238.1,0.0,94.1,186.7,7.0,949.9,847.0,56
39.44,239.6,359.4,0.0,185.7,0.0,941.6,664.3,28
13.36,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,3
25.48,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,14
33.3,132.0,207.0,161.0,179.0,5.0,867.0,736.0,28
24.1,337.9,189.0,0.0,174.9,9.5,944.7,755.8,3
22.9,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7
15.69,238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7
33.31,132.0,206.5,160.9,178.9,5.5,866.9,735.6,28
40.2,469.0,117.2,0.0,137.8,32.2,852.1,840.5,3
15.09,164.2,0.0,200.1,181.2,12.6,849.3,846.0,28
41.67,387.0,20.0,94.0,157.0,11.6,938.0,845.0,7
40.06,318.0,0.0,126.0,210.0,6.0,861.0,737.0,28
71.3,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28
32.72,350.0,0.0,0.0,203.0,0.0,974.0,775.0,180
55.55,385.0,0.0,136.0,158.0,20.0,903.0,768.0,28
50.95,304.0,76.0,0.0,228.0,0.0,932.0,670.0,180
7.32,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3
30.23,238.1,0.0,94.1,186.7,7.0,949.9,847.0,28
44.13,500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28
56.61,331.0,170.0,0.0,195.0,8.0,811.0,802.0,28
50.46,342.0,38.0,0.0,228.0,0.0,932.0,670.0,90
39.3,439.0,177.0,0.0,186.0,11.1,884.9,707.9,3
27.66,233.8,0.0,94.6,197.9,4.6,947.0,852.2,56
48.99,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56
40.86,190.0,190.0,0.0,228.0,0.0,932.0,670.0,28
36.59,133.0,200.0,0.0,192.0,0.0,927.4,839.2,90
36.35,151.8,178.1,138.7,167.5,18.3,944.0,694.6,28
33.4,252.1,97.1,75.6,193.8,8.3,835.5,821.4,28
63.4,374.0,189.2,0.0,170.1,10.1,926.1,756.7,56
8.49,250.0,0.0,95.7,191.8,5.3,948.9,857.2,3
66.78,359.0,19.0,141.0,154.0,10.9,942.0,801.0,56
60.29,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28
53.72,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,56
