usr,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap
74,8,1,3287,352,198,6.6,19.6,41143,56011,1.5,132,1114618
95,11,3,813,33,44,0.6,0.6,6232,14433,1.5,730,989538
90,12,12,4098,138,141,0.2,0.2,10405,26548,1.2,952,975870
72,53,71,4201,461,384,4.2,2.8,185684,64437,1.6,240,984506
77,6,5,1892,136,109,1.6,2.0,622687,114823,1.0,242,987955
80,55,69,4194,278,195,2.79,1.8,199257,49131,2.2,340,1090001
66,25,14,4621,503,191,10.4,10.6,405253,204578,5.8,2976,1040554
81,11,8,2953,283,188,2.0,2.4,418539,336791,4.6,2952,1034488
86,4,2,2896,373,301,1.2,2.0,138977,35508,3.0,1255,1719930
78,33,35,3332,479,415,7.6,2.4,200556,15057,4.0,1992,1718714
0,10,4,2685,362,243,2.79,1.0,765585,659609,144.0,84,16
78,41,23,4062,257,153,3.2,4.0,389889,47269,7.0,350,1311875
95,52,70,1699,125,106,0.2,0.2,6046,26711,1.8,536,977066
92,13,19,980,41,32,0.2,0.2,6049,11472,2.2,305,1743032
63,18,2,6671,1381,1345,5.4,2.2,1066971,1049237,1.0,899,1057339
90,3,1,2860,267,154,0.4,0.8,196799,168812,1.0,278,1068418
96,1,0,607,81,45,0.2,0.2,2174,6138,2.8,962,1711923
92,31,38,1145,143,124,3.19,1.0,81774,6003,1.6,7313,1860552
80,4,1,4148,423,250,3.4,2.2,250623,346396,1.8,378,988138
83,1,0,4732,446,198,1.2,2.8,120247,224578,2.8,329,1382184
84,16,9,6172,372,208,1.4,4.2,341591,161886,3.8,4081,1343858
96,0,0,905,57,47,0.6,0.4,56722,10728,1.0,5813,1818853
96,1,0,1413,168,67,0.2,0.2,146112,137143,4.0,2372,1575277
91,24,11,2682,212,193,1.0,0.8,122747,89983,1.2,263,1074010
85,39,23,3674,318,177,2.59,3.59,160120,78498,2.6,223,1624016
87,5,1,1379,213,99,3.4,2.0,808034,27835,2.6,8208,1833008
84,44,54,2797,323,204,1.6,4.59,265347,40452,2.3,367,1098207
91,4,0,2148,108,77,2.6,8.0,130916,26669,2.4,267,1751203
91,0,0,363,52,52,0.2,0.2,51528,70717,1.2,2064,1767435
67,26,2,5404,475,246,6.2,16.4,328399,196650,3.8,122,1091184
92,6,1,988,196,38,1.2,1.0,59739,17286,1.2,498,1733140
96,0,0,404,55,41,0.2,0.2,2133,12253,2.0,696,1722088
81,8,1,2372,342,317,7.2,2.0,188778,93028,1.2,6825,1853173
87,1,0,2456,158,111,0.6,1.6,192118,128268,7.0,137,1022636
86,20,17,2003,180,105,2.2,2.2,115928,48771,3.4,343,1018272
82,26,1,2050,145,111,4.8,4.8,39860,75624,1.7,160,1063896
87,33,18,3104,208,139,1.4,3.0,359408,34574,4.6,7345,1377104
79,9,1,4652,285,164,3.4,5.4,314418,78977,1.4,278,989790
80,16,3,2926,157,123,2.4,7.6,212406,28189,3.8,725,1317494
0,18,6,2174,231,135,2.0,3.4,168211,43126,368.0,85,14
59,212,208,6286,761,581,8.02,2.4,1079757,207983,3.8,154,1082132
81,10,6,3269,216,143,2.6,7.0,60686,42719,2.4,647,1536179
50,15,5,7183,845,609,9.98,6.99,314269,47208,8.6,241,1436899
86,5,0,1917,276,225,4.8,1.4,225592,9647,1.2,6776,1840662
84,17,13,4699,823,422,0.8,0.8,78499,25513,4.2,360,1536730
79,30,41,1298,133,179,1.4,1.8,240956,551071,1.8,845,1723450
90,6,5,2042,107,79,0.6,0.6,54202,132182,2.0,275,982831
95,37,53,1209,83,81,0.2,0.2,9480,33242,1.0,477,1060016
86,34,41,1784,320,138,1.8,2.4,178145,28247,3.8,676,1066519
97,0,0,226,31,34,0.2,0.2,21032,19301,1.0,6234,1857173
93,16,23,970,139,83,0.2,0.2,129190,133167,3.2,1448,1756176
90,12,2,2144,148,134,3.0,9.2,97089,19517,4.4,887,1638498
98,1,1,179,12,30,0.2,0.2,7241,15541,1.0,7293,1875112
68,7,3,4821,472,459,2.59,3.59,520991,570078,4.5,1133,988041
89,10,9,3305,179,161,0.8,1.2,23778,15635,2.4,1140,1458098
94,2,0,1576,70,67,0.4,1.2,5597,19216,1.0,935,1074077
94,0,0,1463,112,100,0.2,0.2,60598,58822,1.2,151,1750994
57,755,207,9934,2396,1645,7.4,3.4,1494946,1312695,6.8,151,1307638
91,0,0,1977,256,133,0.6,2.61,225802,37213,2.2,299,1105616
94,7,4,900,76,107,0.6,2.4,24530,33419,1.0,495,1014379
93,2,1,1395,99,130,0.6,0.6,112895,89579,2.0,195,1708013
78,17,9,2154,169,126,4.2,9.8,435778,96535,1.8,256,974442
0,1,0,3083,219,152,0.2,0.2,107127,81287,147.0,83,16
75,12,9,5661,289,150,2.8,9.8,89740,42905,6.4,3168,1602059
89,4,0,2410,118,98,1.0,3.4,115205,174195,1.0,240,1053811
71,4,0,3708,427,350,3.39,1.0,543727,727869,1.6,127,1009038
82,54,21,3709,243,140,4.6,5.4,265286,116407,5.6,2836,1565138
92,78,76,1111,155,114,0.8,0.6,116400,49458,1.5,376,1017464
94,2,1,1140,113,116,0.6,0.6,7927,47988,2.0,698,1062855
95,0,0,568,54,50,0.4,0.6,4835,16186,1.0,715,1033664
90,11,0,1402,176,88,2.2,2.2,326302,64623,3.0,1131,1538981
92,1,1,1075,146,59,0.4,0.4,441386,64385,1.0,159,1023106
86,30,22,1967,94,74,1.2,2.0,167772,92963,3.2,7647,1370671
87,3,1,447,45,37,1.8,1.8,142564,25634,2.6,149,1783752
0,45,31,2366,465,225,5.77,3.98,635457,467915,453.0,81,19
66,23,6,7129,691,516,8.58,2.59,758159,113632,3.2,152,1076744
0,8,1,885,139,63,0.4,0.4,118533,21572,450.0,92,8
96,19,29,579,77,42,0.2,0.2,5549,8486,2.0,1442,1716333
92,45,49,1883,134,118,0.4,0.4,122276,39706,1.0,1096,999726
91,7,4,3722,160,135,0.8,0.8,21245,32319,1.5,160,968381
83,59,82,1680,262,174,0.4,0.4,985090,421929,1.8,150,1017930
90,7,1,1879,176,135,1.6,3.01,23947,64669,1.2,583,1110095
96,27,42,234,23,27,0.2,0.2,7179,8894,1.6,6660,1852606
88,0,0,3918,405,245,0.2,0.2,73824,101855,1.5,135,1002566
0,17,1,1919,278,210,3.61,1.2,295943,60406,126.0,85,15
0,14,10,1338,123,128,0.6,0.4,122682,43380,167.0,88,12
63,43,0,3443,274,98,11.62,34.87,685449,55666,3.5,254,1091921
81,34,21,2783,251,178,3.99,2.79,329611,106187,4.0,8614,1367184
69,7,0,4182,542,268,5.2,3.0,2007279,22593,4.0,118,1373266
91,3,1,3060,154,106,0.8,0.8,27921,19649,2.0,535,1735083
67,17,4,6199,483,104,11.02,36.27,202036,43309,1.0,133,1006331
59,58,62,6565,679,551,11.2,4.6,358824,52641,1.8,855,1054050
94,0,0,200,18,22,0.2,0.2,641,7160,1.8,4133,1781096
70,13,9,6431,324,175,2.99,9.78,340837,108188,2.6,175,1388778
58,47,1,3817,210,151,12.0,34.8,229231,34353,2.6,162,1095566
73,9,0,5143,487,347,6.59,3.19,218950,79051,1.0,157,1114036
91,53,75,1345,98,108,0.4,0.4,16472,65359,4.4,1432,1044718
66,219,109,5165,558,462,5.6,1.6,279042,155638,1.0,140,1017734
76,6,0,1705,332,189,5.6,14.2,700086,111956,4.6,2050,1724243
80,4,0,1108,179,138,3.4,2.2,231882,71409,1.8,307,1806805
90,3,0,1193,145,152,0.8,2.6,217173,106950,1.0,576,1066038
98,1,1,192,16,21,0.2,0.2,8965,8202,1.6,7159,1859791
87,2,0,3865,467,234,0.6,0.4,137554,45369,2.0,897,1077758
91,0,0,255,32,32,0.2,0.2,1430,7410,1.6,1196,1767021
67,14,1,3532,235,175,10.8,32.0,201549,27048,1.0,143,1077171
63,20,1,4250,332,155,8.2,27.0,559345,28785,1.6,173,1083291
93,22,6,1763,186,186,0.0,0.0,89208,147372,2.8,366,1529371
87,10,3,1642,203,187,2.6,1.2,166460,145197,3.2,218,1522285
96,28,39,157,14,15,0.2,0.2,8738,8548,1.0,1882,1768184
83,2,0,7713,385,241,0.4,0.4,104459,31817,1.0,981,1077842
56,79,28,8284,691,447,9.6,12.0,465858,141015,8.6,271,1596195
90,1,0,1977,337,300,0.6,2.2,95597,53903,2.2,207,1696294
88,41,59,2408,434,188,0.6,0.6,544624,738665,3.2,565,1042760
65,29,2,4586,526,491,11.58,7.78,342195,266494,2.0,1309,1032302
77,11,0,4295,528,423,4.0,1.4,218071,107357,2.0,186,1088074
87,7,2,2576,157,118,0.4,0.6,317672,104149,1.6,147,981075
90,3,2,1974,309,196,0.6,2.0,7450,26728,2.5,207,1100702
92,1,0,1411,314,145,0.2,0.2,6590,26933,2.0,135,1057440
90,1,1,1166,143,90,0.2,0.2,35499,54499,2.5,277,1068827
81,8,2,3309,503,365,4.17,2.78,827279,223918,2.0,747,1112439
97,2,1,287,23,24,0.6,1.6,9982,62656,1.4,7022,1850919
0,47,41,1241,123,81,1.8,2.8,224930,43021,364.0,88,12
95,2,1,2161,208,121,0.0,0.0,8981,30912,2.2,287,1537754
97,0,0,201,17,22,0.2,0.2,23893,34205,1.0,2839,1773744
93,1,1,2609,117,89,0.4,1.0,14928,84242,5.0,332,974861
94,16,15,623,130,61,0.2,0.2,228717,134209,4.6,578,1742218
90,16,4,2592,106,73,2.58,11.73,63542,17476,4.8,267,1536720
96,2,1,876,30,29,0.2,0.2,21116,41098,1.0,4609,1828424
98,1,1,167,12,18,0.2,0.2,12365,15635,1.0,8337,1867503
54,28,3,3425,146,84,15.0,38.8,363364,29405,1.2,235,1082774
67,83,47,5277,407,342,7.39,17.37,372409,262232,2.6,389,1098108
74,14,0,4719,495,282,4.2,5.8,437927,35992,2.8,294,1048386
87,3,1,1039,237,123,1.2,1.6,493948,152437,1.2,3462,1741133
96,0,0,1751,43,51,0.2,0.2,47969,32606,2.2,156,1760072
94,3,1,1395,113,60,0.8,1.4,92509,18384,3.0,812,1067821
85,4,1,2753,225,143,1.0,1.2,930934,362163,4.2,116,1543341
93,2,2,1479,213,153,0.4,0.2,88759,45182,1.7,638,1120110
67,26,1,5901,754,581,10.22,2.81,975989,30641,3.0,191,1081557
82,5,0,3150,163,108,5.2,3.2,120314,18880,3.6,744,1749576
0,19,1,3302,238,139,3.01,4.41,522596,56297,389.0,84,16
55,49,0,5310,276,176,13.43,31.66,241989,26572,2.5,272,1108731
96,2,1,542,89,65,0.4,0.4,2453,16876,2.2,667,1721728
81,14,1,2859,181,127,3.0,3.4,491868,266231,3.2,885,1540702
90,0,0,1724,206,157,0.4,0.6,134961,336338,5.6,1883,1601197
88,8,2,2995,201,168,1.2,3.4,63991,34680,2.0,1964,969021
73,185,197,2262,184,112,7.4,19.6,100959,48706,3.6,356,1095504
87,5,0,2505,349,341,1.8,0.4,208343,175584,2.2,404,1010756
92,11,5,1416,172,108,2.4,0.8,52119,9732,3.4,6084,1723587
93,3,1,538,23,53,1.8,3.6,42074,158460,1.2,6854,1853379
64,30,8,4113,479,348,10.0,18.2,239482,38730,1.7,210,1083712
87,81,100,2467,86,79,2.0,8.8,31296,67249,3.0,141,1526331
77,53,63,3486,164,117,7.2,12.2,84134,25864,2.0,158,1026368
89,2,0,384,61,61,0.8,0.8,318420,361675,1.2,394,1753864
90,3,0,2484,181,82,1.6,3.61,127530,49770,2.0,536,1068205
0,0,0,1021,57,48,0.2,0.2,37328,46619,216.0,98,2
0,50,65,2292,357,201,0.4,1.8,181979,75166,147.0,88,12
99,2,1,196,16,20,0.2,0.2,7038,10748,1.0,7354,1869587
76,2,1,5919,314,357,1.2,1.2,262742,668483,2.0,283,980139
95,23,30,796,53,57,0.2,0.2,82739,148250,1.0,7036,1830402
98,14,14,261,81,44,0.2,0.2,102119,117424,3.2,1829,1759162
83,23,9,2195,171,141,2.4,4.4,121359,54590,3.0,195,1295782
66,19,9,4082,666,553,6.8,4.8,550139,245244,2.4,219,1033072
92,29,19,2621,298,138,1.4,1.8,437944,411901,4.2,1022,1343950
68,17,6,4805,565,701,9.0,3.2,418659,75421,6.0,333,1439998
90,20,19,3001,211,129,0.4,1.4,17274,51893,1.8,174,1128501
85,4,0,5283,247,208,0.8,2.2,188986,59023,2.2,552,1068752
89,2,0,453,43,36,2.2,2.2,136424,57700,2.0,6264,1853056
78,5,3,3747,533,287,3.19,3.79,466175,605903,2.7,441,1038063
98,1,1,184,17,18,0.2,0.2,8652,4487,1.0,7306,1863872
93,5,4,3011,128,157,0.2,0.2,9034,316545,2.2,276,1392184
85,8,1,3276,193,145,1.8,3.2,41480,102652,1.0,1182,1111248
80,8,6,3296,326,204,1.0,1.8,296167,47802,2.0,374,994989
91,1,1,571,36,41,0.4,0.6,117314,9041,2.2,6978,1855797
69,155,145,8441,326,222,2.2,7.78,319257,126880,5.2,1579,1330772
91,2,0,1557,97,84,2.0,2.4,41239,16244,3.4,518,1053942
73,12,1,3562,292,249,8.0,5.4,305047,77066,2.4,489,1053720
75,47,27,3614,297,224,2.4,9.6,268558,149443,6.2,334,1315598
94,3,1,2494,115,124,0.2,0.4,7864,20509,2.0,1095,1719574
90,2,0,398,41,13,2.0,2.0,151420,12892,1.4,7683,1864718
68,48,39,3596,398,288,2.81,4.61,449827,208527,1.6,140,993279
63,45,0,3575,217,131,11.6,35.0,197409,41178,2.2,135,1091397
83,10,1,4871,522,431,1.0,1.8,708698,295910,1.0,261,1044677
97,1,1,512,47,44,0.4,0.4,92333,23899,1.0,465,982181
83,11,5,3076,412,322,0.6,0.8,482557,232189,6.2,201,1300526
0,172,113,1427,171,134,0.6,3.39,261636,103649,744.0,92,8
74,63,32,2379,315,216,7.2,17.6,889404,112252,2.0,297,1097571
84,8,3,4100,391,383,1.2,1.6,259796,75883,2.8,2054,1551126
93,32,41,467,106,51,0.8,2.0,80631,5836,2.0,6231,1709760
90,5,2,2561,198,169,3.0,1.0,129015,29495,1.6,230,1750422
90,19,6,1985,190,110,1.0,1.0,259376,68790,1.5,287,986922
0,5,1,2299,291,111,1.2,4.0,783300,534138,141.0,89,11
80,98,126,4032,143,79,1.8,2.4,464450,40608,6.0,7804,1371829
90,0,0,3592,265,121,0.2,0.2,9519,22662,4.4,244,1104192
77,51,43,2855,338,262,7.2,5.2,224173,133492,1.5,231,960576
84,1,0,3894,274,146,0.2,0.2,260849,109891,3.0,148,1029790
96,0,0,1201,65,61,0.4,0.4,109352,58703,1.4,6854,1877461
96,1,0,1691,35,58,0.4,2.0,10331,6008,2.0,976,1402544
90,18,25,223,21,32,0.2,0.2,1187,21394,1.6,4123,1780992
88,2,0,5836,294,277,0.4,2.0,7776,98384,1.7,327,1067952
92,36,49,1394,117,94,0.6,2.0,39790,23048,1.0,159,1098501
99,0,0,131,6,10,0.2,0.2,419,6684,1.0,1913,1781405
98,0,0,156,16,21,0.2,0.2,436,7606,1.0,256,1756335
93,12,9,1328,237,79,1.8,2.8,466909,156780,3.2,2730,1584686
96,0,0,391,200,58,0.2,0.2,302625,295186,2.6,1319,1745824
98,1,1,214,31,30,0.2,0.2,17682,12325,1.4,8801,1835578
69,234,88,3259,483,287,6.39,17.17,1023657,222304,4.2,425,1088819
87,5,0,1894,220,173,3.4,1.0,164014,22150,1.0,190,1026021
70,20,13,3062,299,134,6.8,21.0,177292,30180,1.5,119,1114483
83,16,7,5260,356,340,2.2,7.8,30065,28222,2.6,2224,1551408
97,0,0,162,20,19,0.2,0.2,1355,6365,1.0,8001,1833296
89,4,2,2065,171,133,1.6,1.4,47486,64173,2.5,531,1059970
98,2,1,176,10,13,0.4,0.4,7566,11234,1.0,6598,1854819
72,193,213,4585,385,330,0.6,0.6,561341,494475,2.0,1041,1018917
0,12,5,745,82,83,1.2,0.8,56291,47669,1556.0,92,8
83,0,0,2210,135,69,0.4,0.4,226358,24348,2.6,236,1742238
60,59,54,6294,593,342,6.39,2.79,897218,60330,4.4,134,1525084
98,34,47,137,8,8,0.2,0.2,424,2326,1.0,8498,1866072
91,10,10,1752,206,116,0.6,0.4,492823,51586,1.0,168,1102458
89,42,60,1256,88,89,0.6,1.8,101694,34680,2.0,973,1130743
81,3,0,1755,344,251,2.6,5.8,686906,120820,2.8,2492,1730610
96,2,0,522,36,33,0.8,0.6,3011,14854,1.0,177,1066296
81,9,5,3414,433,231,1.6,6.01,323068,110155,1.5,512,1096037
91,6,2,3009,221,149,0.8,1.2,183034,64920,2.2,623,1629750
97,1,0,280,41,14,0.8,1.0,214840,16418,1.2,8348,1864789
94,0,0,2157,94,119,0.2,0.2,91687,20959,3.2,666,1726446
95,4,0,1297,85,84,0.8,4.0,135129,145989,2.4,375,1534925
87,6,1,2961,458,401,2.4,0.8,260714,202105,2.7,217,1006899
84,11,1,3411,268,194,2.6,3.0,215542,105150,1.0,256,1069616
98,1,0,262,15,13,0.2,0.2,1020,4421,2.0,4587,1731637
93,28,38,2089,139,132,0.6,0.6,39676,74809,2.7,2041,1860174
80,6,1,5074,324,205,2.4,7.2,531727,88764,1.0,177,1088126
90,3,1,3085,306,153,0.4,0.4,142703,32976,1.7,575,1076379
82,44,56,684,87,65,2.0,2.0,195824,38557,2.6,1122,1788957
97,2,1,248,16,22,0.4,0.4,7334,9807,1.0,7550,1870232
98,1,0,345,50,38,0.2,0.2,42575,17007,1.0,465,1743290
80,26,1,3209,248,180,7.6,9.4,111866,148898,4.4,1559,1638931
91,3,2,1710,131,122,0.6,1.0,68306,103547,3.2,493,1063110
97,1,0,1223,71,68,0.2,0.2,12841,15049,2.0,6161,1726408
0,14,12,1028,362,128,0.2,0.2,597656,620164,821.0,94,5
69,74,49,2688,176,103,11.0,32.2,57714,38484,7.0,314,1096333
92,5,1,1139,116,125,3.0,1.8,93344,31653,1.0,7534,1869998
80,7,1,4504,303,255,1.2,1.8,164442,165346,1.4,150,1000069
82,8,2,3000,342,265,3.0,2.2,280468,127589,4.2,1430,1043278
93,2,1,1098,24,39,1.0,1.6,18446,13224,1.2,7034,1845005
97,20,27,147,12,12,0.2,0.2,7123,13270,1.0,8385,1864813
0,47,64,1364,432,273,0.6,0.6,965273,950976,52.0,75,25
86,125,135,5182,436,302,0.2,0.2,454076,182538,5.2,1357,1331511
0,8,1,2091,237,165,2.2,4.0,127579,86009,844.0,87,11
98,0,0,238,38,11,0.2,0.2,243290,9658,1.4,7717,1882171
93,1,0,1987,63,98,0.4,0.4,3299,18693,2.2,679,1720187
72,38,29,2141,214,170,6.4,11.6,272617,86291,4.4,1117,1789931
97,1,1,197,14,30,0.2,0.2,6990,11710,1.0,6136,1856768
75,18,5,7786,298,228,1.6,3.6,123860,36841,3.2,211,1447189
81,2,2,4823,276,267,0.8,1.4,578780,116251,1.3,166,1017270
78,9,1,4655,404,140,3.6,5.8,400425,55951,1.4,939,1048038
82,3,0,3496,315,151,1.8,3.6,459199,61862,3.2,397,1017672
92,0,0,209,16,29,0.2,0.2,5044,10538,2.6,2430,1772118
0,18,14,1344,412,179,0.4,0.4,595473,535206,343.0,89,11
81,4,0,4083,313,225,3.2,1.0,321786,73053,1.6,545,1015547
84,2,0,497,57,59,2.0,2.0,54089,32755,1.0,3650,1822097
0,27,5,6777,1208,535,9.0,5.4,623272,213540,233.0,62,38
79,3,1,5598,221,283,0.4,0.6,98296,532449,1.0,227,1002725
96,3,1,1406,70,84,0.4,1.2,17032,96884,2.2,701,1644637
92,46,49,1715,111,83,1.0,2.4,172621,26867,2.4,479,1537131
73,3,0,2582,482,157,3.59,3.79,715262,181985,2.5,149,1113241
90,5,2,1687,224,163,0.2,0.2,277479,103797,3.0,177,1062338
98,1,1,454,176,45,0.2,0.2,472554,211006,3.0,6830,1835902
96,1,0,1160,161,66,0.2,0.2,166384,133012,3.0,1031,1753680
90,16,14,2131,116,84,0.8,1.2,26886,41641,3.0,793,990656
77,7,1,919,113,76,3.8,3.0,216713,65818,2.4,1197,1791611
62,42,0,3642,187,119,10.78,32.53,244853,34785,1.2,284,1092806
85,55,84,5106,321,215,0.2,0.2,29564,40148,2.5,1119,981289
93,6,4,1846,120,86,0.4,0.4,142277,54470,3.8,617,1061272
91,60,82,1471,70,43,1.0,2.4,135198,13794,1.4,799,1000784
83,8,1,5297,409,274,2.61,1.0,58800,34122,1.6,150,1067618
84,7,1,3909,172,113,3.79,4.39,140762,30751,1.5,242,1014125
89,5,0,1649,554,19,3.61,5.01,206447,4026,1.6,8589,1870285
0,18,12,1061,414,148,0.4,1.8,733653,636561,349.0,93,7
87,6,0,3819,311,176,1.8,1.6,15499,64796,2.2,525,1076906
97,3,2,910,96,96,0.6,2.0,8324,17686,2.8,3025,1013448
0,7,5,1376,297,124,0.2,0.2,894427,742384,1886.0,86,14
95,0,0,1450,101,92,0.2,0.2,16511,19169,1.0,128,1060221
76,4,0,3538,315,229,3.2,6.2,308752,33198,1.0,125,1100429
84,8,2,2259,139,92,1.2,6.41,178051,27909,2.0,270,1130600
87,4,1,1949,222,91,1.19,3.98,997168,28599,1.5,235,1082155
84,3,2,4566,555,420,0.4,2.6,684504,479811,2.2,264,1043224
65,56,31,6025,509,410,6.6,10.4,357773,269817,4.8,2450,1644301
87,2,0,504,52,68,1.8,2.0,116953,143309,1.6,5885,1845479
93,4,2,1806,97,69,0.6,5.4,4959,7334,2.2,474,1383408
92,11,9,2830,235,142,0.6,0.4,59310,35831,3.2,380,1393698
94,4,1,1882,86,82,0.8,1.0,101904,27502,4.4,6508,1411128
79,6,3,5178,257,313,0.6,2.0,171929,653829,2.0,203,1005581
86,10,7,4379,244,151,2.2,2.2,80140,41270,2.5,2584,1014251
96,0,0,298,33,64,0.2,0.2,3314,55348,1.0,483,1733852
87,50,62,3731,387,227,0.2,0.4,93976,59287,1.5,306,1090744
0,9,5,1879,318,195,1.2,0.8,1598065,1456441,216.0,89,11
81,5,0,2576,340,209,3.0,1.4,453313,22792,3.2,2440,1763877
82,4,0,3963,396,264,1.0,1.2,303723,162298,2.2,969,1083214
97,1,1,214,17,30,0.2,0.2,7359,29992,1.2,7309,1869372
